siteID,date,observer,time,forayNumber,bandNumber,longitude,latitude,resightType,notes
REITBOBMD1,2007-05-11,NA,NA,noData,1801-77870,NA,NA,T,NA
SCHLROBMD1,2007-05-02,NA,NA,noData,1801-77847,NA,NA,T,NA
SERCGUEMD1,2007-07-20,NA,NA,noData,2370-05623,NA,NA,T,NA
HADDMARMD1,2007-07-21,NA,NA,noData,2241-17601,NA,NA,T,NA
REITBOBMD1,2007-07-05,NA,NA,noData,1851-95463,NA,NA,T,NA
CONNBARMD1,2007-06-18,NA,NA,noData,1951-40959,NA,NA,T,NA
BARBJERMD1,2007-06-27,NA,NA,noData,2430-29216,NA,NA,T,NA
BARBJERMD1,2007-06-25,NA,NA,noData,1951-40963,NA,NA,T,NA
MCCAKEVMD1,2007-03-15,NA,NA,noData,1951-41299,NA,NA,T,NA
REITBOBMD1,2007-05-13,NA,NA,noData,2251-80702,NA,NA,T,NA
TATEJUAMD1,2007-06-27,NA,NA,noData,2251-80523,NA,NA,T,NA
TATEJUAMD1,2007-06-27,NA,NA,noData,2251-80712,NA,NA,T,NA
TATEJUAMD1,2007-06-27,NA,NA,noData,2251-80714,NA,NA,T,NA
HUNTDAVMD2,2008-07-18,NA,NA,noData,791-17835,NA,NA,T,NA
NZPSMBCDC1,2008-12-23,NA,NA,noData,1751-51960,NA,NA,T,NA
BARBJERMD1,2008-06-02,NA,NA,noData,2250-24385,NA,NA,T,NA
COLSKATMD1,2008-06-19,NA,NA,noData,1801-77835,NA,NA,T,NA
NZPSMBCDC1,2008-03-10,NA,NA,noData,1141-05888,NA,NA,T,NA
SCHLROBMD1,2008-06-19,NA,NA,noData,2350-07896,NA,NA,T,NA
BLOCDAVMD1,2008-05-17,NA,NA,noData,2241-17620,NA,NA,T,NA
BLOCDAVMD1,2008-05-17,NA,NA,noData,1951-40968,NA,NA,T,NA
NZPSMBCDC1,2008-03-15,NA,NA,noData,2241-18009,NA,NA,T,NA
GOROCARDC1,2008-06-13,NA,NA,noData,4501-87466,NA,NA,T,NA
NATICATDC1,2008-07-09,NA,NA,noData,1951-41124,NA,NA,T,NA
COLSKATMD1,2008-06-19,NA,NA,noData,2251-80739,NA,NA,T,NA
COLSKATMD1,2008-06-19,NA,NA,noData,2251-80747,NA,NA,T,NA
KORRHARMD1,2008-06-13,NA,NA,noData,1991-46110,NA,NA,T,NA
MCKEANNVA1,2008-06-20,NA,NA,noData,1951-41060,NA,NA,T,NA
MANNJANDC1,2008-06-10,NA,NA,noData,1951-41068,NA,NA,T,NA
PANCSAMMD1,2008-08-04,NA,NA,noData,2261-38315,NA,NA,T,NA
TINIKATMD1,2008-06-03,NA,NA,noData,2261-38314,NA,NA,T,NA
CAMPGLOMD1,2008-06-09,NA,NA,noData,2460-22902,NA,NA,T,NA
NZPSMBCDC1,2008-04-07,NA,NA,noData,2261-38310,NA,NA,T,NA
REITBOBMD1,2008-03-20,NA,NA,noData,2261-38311,NA,NA,T,NA
FOLEMARMD1,2008-06-30,NA,NA,noData,2510-04309,NA,NA,T,NA
WATSPATDC1,2008-06-15,NA,NA,noData,2301-56009,NA,NA,T,NA
BROWANNDC1,2008-07-23,NA,NA,noData,2281-69413,NA,NA,T,NA
MISSEDDC1,2008-06-27,NA,NA,noData,2301-56905,NA,NA,T,NA
OWENDORVA1,2008-07-30,NA,NA,noData,2281-69417,NA,NA,T,NA
NEWBCARVA1,2008-07-11,NA,NA,noData,2510-04320,NA,NA,T,NA
NZPAMAZDC1,2007-02-15,NA,NA,noData,2281-69210,NA,NA,T,NA
WALKPATVA1,2008-03-15,NA,NA,noData,2281-69434,NA,NA,T,NA
REITBOBMD1,2008-03-02,NA,NA,noData,2301-56925,NA,NA,T,NA
DAVIALIVA1,2008-07-01,NA,NA,noData,2301-56028,NA,NA,T,NA
WILLRAJMD1,2008-07-06,NA,NA,noData,2261-38332,NA,NA,T,NA
WILLRAJMD1,2008-07-06,NA,NA,noData,1991-46155,NA,NA,T,NA
WILLTINVA1,2008-06-18,NA,NA,noData,2281-69446,NA,NA,T,NA
WILLTINVA1,2008-06-18,NA,NA,noData,2281-69447,NA,NA,T,NA
ZAMBTRAMD1,2008-07-18,NA,NA,noData,1991-46164,NA,NA,T,NA
LIEBJUDMD1,2008-06-19,NA,NA,noData,2301-56036,NA,NA,T,NA
MCKEJANMD1,2009-07-16,NA,NA,noData,1801-09483,NA,NA,T,NA
STURCARMD1,2009-07-13,NA,NA,noData,2250-90370,NA,NA,T,NA
STANJEFMD1,2009-05-07,NA,NA,noData,1841-58841,NA,NA,T,NA
ZENKBOBMD1,2009-07-29,NA,NA,noData,1951-41237,NA,NA,T,NA
SALOSHEMD1,2009-06-22,NA,NA,noData,1951-41109,NA,NA,T,NA
MCKEJANMD1,2009-07-16,NA,NA,noData,1991-21108,NA,NA,T,NA
SALOSHEMD1,2009-06-22,NA,NA,noData,4501-87449,NA,NA,T,NA
REITBOBMD1,2009-06-01,NA,NA,noData,2251-80703,NA,NA,T,NA
FAGABERMD1,2009-07-24,NA,NA,noData,2251-80505,NA,NA,T,NA
KORRHARMD1,2009-06-04,NA,NA,noData,1991-46110,NA,NA,T,NA
STANJEFMD1,2009-05-07,NA,NA,noData,2400-00682,NA,NA,T,NA
STURCARMD1,2009-07-03,NA,NA,noData,2400-00690,NA,NA,T,NA
STURCARMD1,2009-07-03,NA,NA,noData,1951-41073,NA,NA,T,NA
REITBOBMD1,2009-03-08,NA,NA,noData,2261-38311,NA,NA,T,NA
STEWBETMD1,2009-05-13,NA,NA,noData,2281-69408,NA,NA,T,NA
THOMMARDC1,2009-07-17,NA,NA,noData,2281-69203,NA,NA,T,NA
OWENDORVA1,2009-07-22,NA,NA,noData,1951-41098,NA,NA,T,NA
RUSSJODMD1,2009-07-23,NA,NA,noData,2281-69420,NA,NA,T,NA
GOCHJOAMD1,2009-06-12,NA,NA,noData,2301-56910,NA,NA,T,NA
NZPAMAZDC1,2009-01-15,NA,NA,noData,2301-56924,NA,NA,T,NA
RAYTIMMD1,2009-06-27,NA,NA,noData,2460-22930,NA,NA,T,NA
MCDOELIVA1,2009-07-29,NA,NA,noData,1232-88302,NA,NA,T,NA
REITBOBMD1,2009-05-15,NA,NA,noData,2301-56925,NA,NA,T,NA
NICHSANMD1,2009-05-14,NA,NA,noData,1991-46756,NA,NA,T,NA
BRIGKIMMD1,2009-05-28,NA,NA,noData,1991-21151,NA,NA,T,NA
ASSMCARMD1,2009-05-28,NA,NA,noData,2261-38348,NA,NA,T,NA
LIEBJUDMD1,2009-06-03,NA,NA,noData,2301-56036,NA,NA,T,NA
ROHRSALMD1,2009-07-30,NA,NA,noData,2301-56597,NA,NA,T,NA
ROHRSALMD1,2009-07-30,NA,NA,noData,2510-03802,NA,NA,T,NA
SPEYPAUMD1,2009-05-27,NA,NA,noData,2510-03803,NA,NA,T,NA
HAMIMARMD1,2009-06-06,NA,NA,noData,2301-55919,NA,NA,T,NA
OBRICHRMD1,2009-06-30,NA,NA,noData,2460-22717,NA,NA,T,NA
ANDEMIKMD1,2009-05-21,NA,NA,noData,2301-55920,NA,NA,T,NA
TINIKATMD1,2009-05-29,NA,NA,noData,2301-56039,NA,NA,T,NA
MOSMCARMD1,2009-05-19,NA,NA,noData,2540-62816,NA,NA,T,NA
SCHIMARMD1,2009-07-11,NA,NA,noData,2460-22727,NA,NA,T,NA
PICKCREMD1,2009-07-07,NA,NA,noData,2281-69472,NA,NA,T,NA
KRAMPAUMD1,2009-06-27,NA,NA,noData,2301-55950,NA,NA,T,NA
COLSKATMD1,2009-05-29,NA,NA,noData,2460-22747,NA,NA,T,NA
FISHFERVA1,2009-05-30,NA,NA,noData,2510-03824,NA,NA,T,NA
SCHLROBMD1,2009-05-15,NA,NA,noData,1991-46181,NA,NA,T,NA
WILLTERMD1,2009-07-13,NA,NA,noData,2301-56808,NA,NA,T,NA
SALAJENMD1,2009-07-09,NA,NA,noData,2301-56809,NA,NA,T,NA
JACOSYDMD1,2009-05-16,NA,NA,noData,2341-30110,NA,NA,T,NA
MILLPAUMD1,2009-06-29,NA,NA,noData,2301-56865,NA,NA,T,NA
MCNAKRIMD1,2009-07-29,NA,NA,noData,2301-56067,NA,NA,T,NA
MORRJESMD1,2009-05-23,NA,NA,noData,2281-69485,NA,NA,T,NA
DAVIALIVA1,2009-03-15,NA,NA,noData,742-29174,NA,NA,T,NA
STURCARMD1,2009-07-03,NA,NA,noData,2460-22958,NA,NA,T,NA
STURCARMD1,2009-07-03,NA,NA,noData,1991-46187,NA,NA,T,NA
WILLRAJMD1,2009-07-03,NA,NA,noData,2251-80311,NA,NA,T,NA
STEWBETMD1,2009-05-13,NA,NA,noData,2281-69491,NA,NA,T,NA
LAFOMELVA1,2009-07-27,NA,NA,noData,1991-46196,NA,NA,T,NA
VOSSCOLVA1,2009-07-11,NA,NA,noData,1272-43108,NA,NA,T,NA
MORAANGMD1,2009-06-04,NA,NA,noData,2301-56878,NA,NA,T,NA
HALLDEBVA1,2009-06-01,NA,NA,noData,2341-29326,NA,NA,T,NA
ASSMCARMD1,2009-05-28,NA,NA,noData,2301-56534,NA,NA,T,NA
SIMOROSVA1,2009-05-21,NA,NA,noData,1202-99051,NA,NA,T,NA
SIMOROSVA1,2009-05-21,NA,NA,noData,2341-30322,NA,NA,T,NA
WIEBFRAMD1,2009-07-14,NA,NA,noData,2301-56097,NA,NA,T,NA
MILLLORVA1,2009-07-18,NA,NA,noData,2301-56530,NA,NA,T,NA
GOCHJOAMD1,2009-06-12,NA,NA,noData,2301-56657,NA,NA,T,NA
LANGANKVA1,2009-06-26,NA,NA,noData,2341-29336,NA,NA,T,NA
CONAGAIMD1,2009-06-24,NA,NA,noData,2540-62920,NA,NA,T,NA
SANFCARMD1,2010-06-09,NA,NA,noData,1801-19401,NA,NA,T,NA
MCKEANNVA1,2010-06-02,NA,NA,noData,1841-58847,NA,NA,T,NA
NZPSMBCDC1,2010-12-13,NA,NA,noData,1861-38593,NA,NA,T,NA
OBRICHRMD1,2010-07-01,NA,NA,noData,1951-20963,NA,NA,T,NA
REITBOBMD1,2010-06-26,NA,NA,noData,2251-80701,NA,NA,T,NA
OWENJOHMD1,2010-06-10,NA,NA,noData,2201-21796,NA,NA,T,NA
PANCSAMMD1,2010-06-26,NA,NA,noData,2261-38315,NA,NA,T,NA
STURCARMD1,2010-05-21,NA,NA,noData,1951-41074,NA,NA,T,NA
SPEYPAUMD1,2010-06-02,NA,NA,noData,2400-00699,NA,NA,T,NA
LUCIDANMD1,2010-06-02,NA,NA,noData,1991-46134,NA,NA,T,NA
GALLTERMD1,2010-07-14,NA,NA,noData,2510-04210,NA,NA,T,NA
MILLPAUMD1,2010-06-04,NA,NA,noData,2460-22834,NA,NA,T,NA
MISSEDDC1,2010-06-07,NA,NA,noData,2301-56905,NA,NA,T,NA
NICHALIMD1,2010-06-04,NA,NA,noData,2301-56911,NA,NA,T,NA
NZPAMAZDC1,2010-12-16,NA,NA,noData,2301-56924,NA,NA,T,NA
BURDROBVA1,2010-06-16,NA,NA,noData,2281-69442,NA,NA,T,NA
GIRAANGMD1,2010-07-14,NA,NA,noData,2261-38331,NA,NA,T,NA
REITBOBMD1,2010-04-15,NA,NA,noData,2301-56925,NA,NA,T,NA
FOOSDAVVA1,2010-07-12,NA,NA,noData,2261-38340,NA,NA,T,NA
ASSMCARMD1,2010-06-14,NA,NA,noData,1991-46166,NA,NA,T,NA
JORABONVA1,2010-07-12,NA,NA,noData,2281-69457,NA,NA,T,NA
SUBRSTEMD1,2010-05-29,NA,NA,noData,2251-80092,NA,NA,T,NA
ROHRSALMD1,2010-06-04,NA,NA,noData,2301-56597,NA,NA,T,NA
SPEYPAUMD1,2010-06-02,NA,NA,noData,2510-03803,NA,NA,T,NA
SPEYPAUMD1,2010-06-02,NA,NA,noData,2510-03804,NA,NA,T,NA
HAMIMARMD1,2010-07-13,NA,NA,noData,2301-55918,NA,NA,T,NA
YOUNELIMD1,2010-06-17,NA,NA,noData,2301-56589,NA,NA,T,NA
SHEEMARMD1,2010-05-24,NA,NA,noData,2301-56584,NA,NA,T,NA
EDEREDWVA1,2010-06-22,NA,NA,noData,2301-56827,NA,NA,T,NA
OWENJOHMD1,2010-06-10,NA,NA,noData,2301-55932,NA,NA,T,NA
MCCAKEVMD1,2010-06-30,NA,NA,noData,2460-22721,NA,NA,T,NA
HAMMBARMD1,2010-06-11,NA,NA,noData,2510-03811,NA,NA,T,NA
CAUSSUSMD1,2010-07-26,NA,NA,noData,2540-62907,NA,NA,T,NA
WHITLAUDC1,2010-06-08,NA,NA,noData,2301-56825,NA,NA,T,NA
KRAMPAUMD1,2010-07-28,NA,NA,noData,2301-55951,NA,NA,T,NA
MOLIKARMD1,2010-07-03,NA,NA,noData,2281-69477,NA,NA,T,NA
LIEBJUDMD1,2010-05-27,NA,NA,noData,2281-69478,NA,NA,T,NA
HAWNJANVA1,2010-07-07,NA,NA,noData,2301-56056,NA,NA,T,NA
MCKEANNVA1,2010-06-02,NA,NA,noData,2341-29311,NA,NA,T,NA
HOROBONVA1,2010-06-21,NA,NA,noData,2301-56059,NA,NA,T,NA
PADORAMVA1,2010-07-01,NA,NA,noData,2301-55960,NA,NA,T,NA
PADORAMVA1,2010-07-01,NA,NA,noData,2341-30310,NA,NA,T,NA
SOLIAPRMD1,2010-07-03,NA,NA,noData,2301-55957,NA,NA,T,NA
SOLIAPRMD1,2010-07-06,NA,NA,noData,1202-99047,NA,NA,T,NA
EDEREDWVA1,2010-06-22,NA,NA,noData,2341-30123,NA,NA,T,NA
GOROCARDC1,2010-05-05,NA,NA,noData,2341-30114,NA,NA,T,NA
LYONLYNVA1,2010-05-27,NA,NA,noData,2301-56062,NA,NA,T,NA
MORRJESMD1,2010-06-06,NA,NA,noData,742-29436,NA,NA,T,NA
STUECHRVA1,2010-06-05,NA,NA,noData,2301-55975,NA,NA,T,NA
BURDROBVA1,2010-06-16,NA,NA,noData,2301-55974,NA,NA,T,NA
HALLDEBVA1,2010-07-01,NA,NA,noData,2341-29326,NA,NA,T,NA
BRIGKIMMD1,2010-07-21,NA,NA,noData,2301-56545,NA,NA,T,NA
EVANMICMD1,2010-05-13,NA,NA,noData,2540-62928,NA,NA,T,NA
GOMEKARMD1,2010-07-22,NA,NA,noData,2281-69493,NA,NA,T,NA
REITBOBMD1,2010-08-08,NA,NA,noData,2301-56791,NA,NA,T,NA
SIMOROSVA1,2010-06-18,NA,NA,noData,1202-99051,NA,NA,T,NA
FOOSDAVVA1,2010-07-12,NA,NA,noData,2331-40001,NA,NA,T,NA
MILLLORVA1,2010-06-28,NA,NA,noData,2301-56530,NA,NA,T,NA
GOCHJOAMD1,2010-05-22,NA,NA,noData,2540-62856,NA,NA,T,NA
LANGANKVA1,2010-06-19,NA,NA,noData,2510-03849,NA,NA,T,NA
LANGANKVA1,2010-06-19,NA,NA,noData,2301-56529,NA,NA,T,NA
DECHKIMMD2,2010-06-26,NA,NA,noData,2510-03841,NA,NA,T,NA
STANJEFMD1,2010-06-30,NA,NA,noData,2441-15007,NA,NA,T,NA
REITBOBMD1,2010-03-15,NA,NA,noData,1202-99063,NA,NA,T,NA
JACOSYDMD1,2010-06-07,NA,NA,noData,2441-14004,NA,NA,T,NA
EGANMARMD1,2010-06-12,NA,NA,noData,2301-56511,NA,NA,T,NA
MOSMCARMD1,2010-07-24,NA,NA,noData,2441-14007,NA,NA,T,NA
ANDEMIKMD1,2010-06-12,NA,NA,noData,2411-37223,NA,NA,T,NA
BARNDORMD1,2010-05-14,NA,NA,noData,2411-37304,NA,NA,T,NA
MORRJESMD1,2010-06-06,NA,NA,noData,2441-14011,NA,NA,T,NA
MORRJESMD1,2010-06-06,NA,NA,noData,1292-64204,NA,NA,T,NA
HULLJEFVA1,2010-06-18,NA,NA,noData,2411-37102,NA,NA,T,NA
BURDROBVA1,2010-06-16,NA,NA,noData,2590-82527,NA,NA,T,NA
BURDROBVA1,2010-06-16,NA,NA,noData,2590-82528,NA,NA,T,NA
BURDROBVA1,2010-06-16,NA,NA,noData,2441-14012,NA,NA,T,NA
GIESALLVA1,2010-07-12,NA,NA,noData,2411-37239,NA,NA,T,NA
TINIKATMD1,2010-07-08,NA,NA,noData,2411-37308,NA,NA,T,NA
TINIKATMD1,2010-07-08,NA,NA,noData,2411-37309,NA,NA,T,NA
LUCIDANMD1,2010-06-02,NA,NA,noData,2590-82202,NA,NA,T,NA
MAHOJIMMD1,2010-07-12,NA,NA,noData,2411-37311,NA,NA,T,NA
TAYLOESVA1,2010-06-15,NA,NA,noData,2411-37313,NA,NA,T,NA
LIEBJUDMD1,2010-05-27,NA,NA,noData,1292-64213,NA,NA,T,NA
COULMARMD1,2010-07-15,NA,NA,noData,2590-82538,NA,NA,T,NA
FORCBREVA1,2010-06-03,NA,NA,noData,2441-15013,NA,NA,T,NA
GALLTERMD1,2010-07-14,NA,NA,noData,2411-37320,NA,NA,T,NA
SANFCARMD1,2010-06-09,NA,NA,noData,2411-37109,NA,NA,T,NA
MEGOPATMD2,2010-07-16,NA,NA,noData,2411-37265,NA,NA,T,NA
JACKALADC1,2010-05-25,NA,NA,noData,2411-37266,NA,NA,T,NA
SOLLCHRMD1,2010-05-07,NA,NA,noData,2411-37329,NA,NA,T,NA
FUISLISVA1,2010-05-24,NA,NA,noData,2411-37731,NA,NA,T,NA
GOROCARDC1,2010-05-05,NA,NA,noData,2411-37333,NA,NA,T,NA
WILELINMD1,2010-06-11,NA,NA,noData,1292-64311,NA,NA,T,NA
BAINANDMD1,2010-05-20,NA,NA,noData,2411-37119,NA,NA,T,NA
SOLIAPRMD1,2010-07-03,NA,NA,noData,2411-37277,NA,NA,T,NA
MCCOJOHMD1,2010-07-15,NA,NA,noData,2411-37279,NA,NA,T,NA
MILLJOEMD1,2010-06-03,NA,NA,noData,2411-37132,NA,NA,T,NA
GAETHEAMD1,2010-06-21,NA,NA,noData,2411-37139,NA,NA,T,NA
HUTCBARVA1,2010-06-23,NA,NA,noData,2411-37292,NA,NA,T,NA
HUTCBARVA1,2010-06-23,NA,NA,noData,2441-14035,NA,NA,T,NA
HUTCBARVA1,2010-06-23,NA,NA,noData,2441-14036,NA,NA,T,NA
NICHALIMD1,2010-06-04,NA,NA,noData,2411-37148,NA,NA,T,NA
DRAKBERMD1,2010-06-12,NA,NA,noData,2411-13750,NA,NA,T,NA
SULLPAUVA1,2010-07-09,NA,NA,noData,2411-37378,NA,NA,T,NA
SULLPAUVA1,2010-07-09,NA,NA,noData,2411-37379,NA,NA,T,NA
OWENJOHMD1,2010-06-10,NA,NA,noData,2441-14040,NA,NA,T,NA
OWENJOHMD1,2010-06-10,NA,NA,noData,2590-82563,NA,NA,T,NA
OWENJOHMD1,2010-06-10,NA,NA,noData,2590-82564,NA,NA,T,NA
BROWANNDC1,2010-05-19,NA,NA,noData,1292-64336,NA,NA,T,NA
WISECELMD1,2010-06-14,NA,NA,noData,1292-64511,NA,NA,T,NA
WISECELMD1,2010-06-14,NA,NA,noData,2441-13737,NA,NA,T,NA
WILLRAJMD1,2010-07-28,NA,NA,noData,2301-56943,NA,NA,T,NA
REITBOBMD1,2010-07-06,NA,NA,noData,2301-56785,NA,NA,T,NA
SCHILYDMD1,2010-06-17,NA,NA,noData,2411-37766,NA,NA,T,NA
DALEELIMD1,2010-06-11,NA,NA,noData,2301-56952,NA,NA,T,NA
KESTSABDC1,2010-05-15,NA,NA,noData,1292-64512,NA,NA,T,NA
HAWNJANVA1,2010-07-07,NA,NA,noData,2411-37169,NA,NA,T,NA
MYERBRUMD1,2010-06-18,NA,NA,noData,2590-82636,NA,NA,T,NA
WIEBFRAMD1,2010-05-06,NA,NA,noData,2411-37429,NA,NA,T,NA
WOLFAMYDC1,2010-05-20,NA,NA,noData,2301-56961,NA,NA,T,NA
WOLFAMYDC1,2010-05-20,NA,NA,noData,2301-56962,NA,NA,T,NA
HOROBONVA1,2010-06-21,NA,NA,noData,2411-37178,NA,NA,T,NA
CARLSHIMD1,2010-06-07,NA,NA,noData,1202-99095,NA,NA,T,NA
OWENDORVA1,2010-06-10,NA,NA,noData,2411-15043,NA,NA,T,NA
OWENDORVA1,2010-06-10,NA,NA,noData,2441-15044,NA,NA,T,NA
YOUNKIMVA1,2010-06-08,NA,NA,noData,791-17226,NA,NA,T,NA
REITBOBMD1,2010-07-06,NA,NA,noData,2411-37187,NA,NA,T,NA
REITBOBMD1,2010-07-06,NA,NA,noData,2441-13744,NA,NA,T,NA
HUNTDAVMD2,2011-08-08,NA,NA,noData,1801-09653,NA,NA,T,NA
REITBOBMD1,2011-04-15,NA,NA,noData,2301-56925,NA,NA,T,NA
REITBOBMD1,2011-02-02,NA,NA,noData,2341-29605,NA,NA,T,NA
REITBOBMD1,2011-10-08,NA,NA,noData,2301-56791,NA,NA,T,NA
REITBOBMD1,2011-02-28,NA,NA,noData,1202-99062,NA,NA,T,NA
CAMPROSMD1,2012-05-19,NA,NA,noData,1991-46121,NA,NA,T,NA
MCDOELIVA1,2012-06-04,NA,NA,noData,1232-88302,NA,NA,T,NA
REITBOBMD1,2012-04-15,NA,NA,noData,2301-56925,NA,NA,T,NA
DAVIALIVA1,2012-06-26,NA,NA,noData,2301-56928,NA,NA,T,NA
ASSMCARMD1,2012-05-17,NA,NA,noData,2261-38348,NA,NA,T,NA
GIRAANGMD1,2012-07-23,NA,NA,noData,2301-55901,NA,NA,T,NA
CARLSHIMD1,2012-06-20,NA,NA,noData,2301-56600,NA,NA,T,NA
WISECELMD1,2012-05-22,NA,NA,noData,2341-30001,NA,NA,T,NA
VERSBETMD1,2012-06-07,NA,NA,noData,2540-62817,NA,NA,T,NA
GAETHEAMD1,2012-06-25,NA,NA,noData,2301-56548,NA,NA,T,NA
STURCARMD1,2012-05-26,NA,NA,noData,1991-46187,NA,NA,T,NA
WARDDOUVA1,2012-06-28,NA,NA,noData,2441-14133,NA,NA,T,NA
REITBOBMD1,2012-07-09,NA,NA,noData,2341-29605,NA,NA,T,NA
CRONCHRVA1,2012-06-25,NA,NA,noData,2301-55984,NA,NA,T,NA
SCHLROBMD1,2012-07-10,NA,NA,noData,2411-37208,NA,NA,T,NA
SCHLROBMD1,2012-07-10,NA,NA,noData,2411-37211,NA,NA,T,NA
JACOSYDMD1,2012-06-29,NA,NA,noData,2411-37212,NA,NA,T,NA
JACOSYDMD1,2012-06-29,NA,NA,noData,2411-37217,NA,NA,T,NA
BARNDORMD1,2012-05-17,NA,NA,noData,2411-37304,NA,NA,T,NA
MORRJESMD1,2012-07-25,NA,NA,noData,2441-14011,NA,NA,T,NA
HULLJEFVA1,2012-07-03,NA,NA,noData,2411-37102,NA,NA,T,NA
BRIGKIMMD1,2012-06-30,NA,NA,noData,2411-37103,NA,NA,T,NA
CAMPROSMD1,2012-05-19,NA,NA,noData,2411-37244,NA,NA,T,NA
FORCBREVA1,2012-07-17,NA,NA,noData,2441-15013,NA,NA,T,NA
DELUKARVA1,2012-06-14,NA,NA,noData,2441-14030,NA,NA,T,NA
WISECELMD1,2012-05-22,NA,NA,noData,2441-13737,NA,NA,T,NA
WATSPATDC1,2012-07-17,NA,NA,noData,2441-14048,NA,NA,T,NA
WIEBFRAMD1,2012-07-24,NA,NA,noData,2411-37427,NA,NA,T,NA
OBRICHRMD1,2012-06-02,NA,NA,noData,2411-37417,NA,NA,T,NA
OBRICHRMD1,2012-06-02,NA,NA,noData,2590-82317,NA,NA,T,NA
HOROBONVA1,2012-06-06,NA,NA,noData,2411-37178,NA,NA,T,NA
EGGELESVA1,2012-07-12,NA,NA,noData,2441-15036,NA,NA,T,NA
MCNAKRIMD1,2012-06-14,NA,NA,noData,2441-14224,NA,NA,T,NA
WIEBFRAMD1,2012-07-24,NA,NA,noData,2251-80324,NA,NA,T,NA
WIEBFRAMD1,2012-07-24,NA,NA,noData,2411-37193,NA,NA,T,NA
FAGABERMD1,2012-06-11,NA,NA,noData,2411-37992,NA,NA,T,NA
FAGABERMD1,2012-06-11,NA,NA,noData,1272-43079,NA,NA,T,NA
BAINANDMD1,2012-05-22,NA,NA,noData,2301-56981,NA,NA,T,NA
SHEEMARMD1,2012-06-29,NA,NA,noData,1292-64242,NA,NA,T,NA
LINDHANMD1,2012-06-25,NA,NA,noData,2441-96302,NA,NA,T,NA
LINDHANMD1,2012-06-25,NA,NA,noData,2441-96303,NA,NA,T,NA
GIRAANGMD1,2012-07-23,NA,NA,noData,2301-56994,NA,NA,T,NA
CAMPLIBMD1,2012-06-13,NA,NA,noData,2510-03898,NA,NA,T,NA
JACOSYDMD1,2012-06-29,NA,NA,noData,2441-96405,NA,NA,T,NA
MORRJESMD1,2012-07-25,NA,NA,noData,2441-96404,NA,NA,T,NA
STEWBETMD1,2012-05-10,NA,NA,noData,2421-11709,NA,NA,T,NA
WILELINMD1,2012-07-07,NA,NA,noData,2441-14089,NA,NA,T,NA
MARRPETMD2,2012-05-12,NA,NA,noData,2590-83138,NA,NA,T,NA
YOUNELIMD1,2012-06-05,NA,NA,noData,2421-11736,NA,NA,T,NA
MYERBRUMD1,2012-05-11,NA,NA,noData,2441-96416,NA,NA,T,NA
HUTCBARVA1,2012-07-12,NA,NA,noData,2441-14100,NA,NA,T,NA
HUTCBARVA1,2012-07-12,NA,NA,noData,2341-29337,NA,NA,T,NA
CLARCOLDC1,2012-07-01,NA,NA,noData,2251-80353,NA,NA,T,NA
DAVIALIVA1,2012-06-27,NA,NA,noData,2421-11441,NA,NA,T,NA
MCCAKEVMD1,2012-07-05,NA,NA,noData,1272-43124,NA,NA,T,NA
NZPEDZODC1,2012-03-15,NA,NA,noData,1272-43126,NA,NA,T,NA
PADORAMVA1,2012-05-24,NA,NA,noData,2341-29350,NA,NA,T,NA
PADORAMVA1,2012-05-24,NA,NA,noData,2341-29351,NA,NA,T,NA
GECACARVA1,2012-06-26,NA,NA,noData,2251-80365,NA,NA,T,NA
KEYESUSMD1,2012-06-02,NA,NA,noData,2590-83169,NA,NA,T,NA
HAMIMARMD1,2012-05-21,NA,NA,noData,2590-83174,NA,NA,T,NA
MCDOELIVA1,2012-06-04,NA,NA,noData,2421-11472,NA,NA,T,NA
WILLRAJMD1,2012-07-28,NA,NA,noData,2341-29380,NA,NA,T,NA
NEWBCARVA1,2013-07-31,NA,NA,noData,1991-21138,NA,NA,T,NA
MCDOELIVA1,2013-06-16,NA,NA,noData,1232-88302,NA,NA,T,NA
REITBOBMD1,2013-04-15,NA,NA,noData,2301-56925,NA,NA,T,NA
LIEBJUDMD1,2013-06-25,NA,NA,noData,2301-56035,NA,NA,T,NA
LIEBJUDMD1,2013-06-25,NA,NA,noData,2281-69132,NA,NA,T,NA
LANGANKVA1,2013-06-17,NA,NA,noData,1991-21157,NA,NA,T,NA
CAMPGLOMD1,2013-07-01,NA,NA,noData,2301-56611,NA,NA,T,NA
GECACARVA1,2013-03-15,NA,NA,noData,2301-56567,NA,NA,T,NA
STEWBETMD1,2013-06-22,NA,NA,noData,2540-62837,NA,NA,T,NA
STANJEFMD1,2013-07-23,NA,NA,noData,2441-15007,NA,NA,T,NA
CAMPGLOMD1,2013-04-14,NA,NA,noData,2540-62888,NA,NA,T,NA
FISHFERVA1,2013-05-20,NA,NA,noData,2411-37712,NA,NA,T,NA
KAMILEIVA1,2013-07-29,NA,NA,noData,2441-13709,NA,NA,T,NA
MANNJANDC1,2013-03-15,NA,NA,noData,2411-37740,NA,NA,T,NA
MILLJOEMD1,2013-07-15,NA,NA,noData,2411-37132,NA,NA,T,NA
TATEJUAMD1,2013-03-15,NA,NA,noData,2411-37760,NA,NA,T,NA
LAFOMELVA1,2013-06-28,NA,NA,noData,2411-37183,NA,NA,T,NA
WIEBFRAMD1,2013-06-28,NA,NA,noData,2411-37192,NA,NA,T,NA
