siteID,date,observer,time,bandNumber,longitude,latitude,resightType,notes
ASSMCARMD1,2014-07-17,NA,NA,1292-64271,NA,NA,T,"yearColumn = 2012, captured 5/17/2012; yearColumn = 2013, recaptured 6/6/2013; yearColumn = 2014, resight by BD July 17"
ASSMCARMD1,2014-07-17,NA,NA,2421-11486,NA,NA,T,"yearColumn = 2012, captured 5/17/2012; yearColumn = 2014, resighted by BD on July 17"
COLSKATMD1,2014-06-12,NA,NA,2590-83036,NA,NA,T,"yearColumn = 2012, .Banded 5/18/2012; yearColumn = 2013, resighted 4/2013; yearColumn = 2014, resighted 6/12/14; yearColumn = 2015, Recaptured 6/6/15"
BUISNORVA1,2014-04-27,NA,NA,2510-04393,NA,NA,T,"yearColumn = 2012, captured 5/26/2012; yearColumn = 2013, resighted by participant 4/4/12; yearColumn = 2014, resighted 4/27/2014; yearColumn = 2015, RECAPTURED! on 4/27/15"
MULLJOYVA1,2014-06-30,NA,NA,2561-44919,NA,NA,T,"yearColumn = 2012, captured 6/16/2012; yearColumn = 2014, resighted by BD on June 30"
SCHIMARMD1,2014-03-31,NA,NA,2570-44729,NA,NA,T,"yearColumn = 2012, captured 6/21/2012; yearColumn = 2014, resighted 3/31/2014 by tech"
DAVIALIVA1,2014-04-23,NA,NA,2690-08458,NA,NA,T,"yearColumn = 2012, captured 6/27/2012 kam jag; yearColumn = 2014, resighted 4/23/2014"
HULLJEFVA1,2014-04-23,NA,NA,2570-44738,NA,NA,T,"yearColumn = 2012, captured 7/3/2012; yearColumn = 2013, resight 6/21/2013; yearColumn = 2014, resighted 4/23/2014"
HULLJEFVA1,2014-04-26,NA,NA,2561-44925,NA,NA,T,"yearColumn = 2012, captured 7/3/2012; yearColumn = 2014, resighted 4/26/2014"
ONTAHOUDC1,2014-06-26,NA,NA,2561-44929,NA,NA,T,"yearColumn = 2012, captured 7/11/2012; yearColumn = 2014, resighted by BD on June 26; yearColumn = 2015, Recaptured 6/16/2015"
GOCHJOAMD1,2014-07-25,NA,NA,2421-34693,NA,NA,T,"yearColumn = 2012, Banded 7/13/2012; yearColumn = 2013, Resighted by tech 8/2/2013; yearColumn = 2014, Resighted by BD July 25; yearColumn = 2015, Participant resight 2/27/15"
DALEELIMD1,2014-06-27,NA,NA,2561-56828,NA,NA,T,"yearColumn = 2012, Capture 7/27/2012; yearColumn = 2014, resighted by BD June 27"
WOLFKARDC1,2014-04-17,NA,NA,2570-44760,NA,NA,T,"yearColumn = 2012, Capture 8/6/2012; yearColumn = 2014, resighted 4/17/2014 by tech; yearColumn = 2015, resighted 4/19/2015"
WARDDOUVA1,2014-06-17,NA,NA,2531-90209,NA,NA,T,"yearColumn = 2012, banded 6/28; yearColumn = 2013, resighted 6/10/13; yearColumn = 2014, resighted 6/17/14"
LUCAJILMD1,2014-07-01,NA,NA,2641-63909,NA,NA,T,"yearColumn = 2013, Banded May 16, 2013; yearColumn = 2014, resighted 7/1/2014"
REITBOBMD1,2014-03-21,NA,NA,2441-96522,NA,NA,T,"yearColumn = 2013, BANDED 5/24/13; yearColumn = 2014, Resighted 21 March"
DAVIALIVA1,2014-07-03,NA,NA,2690-18994,NA,NA,T,"yearColumn = 2013, Capture 6/25/2013; yearColumn = 2014, resight 7/3/2014; yearColumn = 2015, resighted 4/30/2015"
NZPSMBCDC1,2014-04-28,NA,NA,2641-63933,NA,NA,T,"yearColumn = 2013, Banded June 26, 2013; yearColumn = 2014, resighted 28 april"
ZAMBTRAMD1,2014-04-16,NA,NA,2441-96541,NA,NA,T,"yearColumn = 2013, Banded 6/26/2013; yearColumn = 2014, resighted 4/16/2014 by tech"
MARRPETMD2,2014-03-18,NA,NA,1342-72967,NA,NA,T,"yearColumn = 2013, banded 6/27/13; yearColumn = 2014, resighted by participant 18 March; yearColumn = 2015, resighted 4/9/2015"
MARRPETMD2,2014-04-25,NA,NA,2660-75747,NA,NA,T,"yearColumn = 2013, banded 6/27/13; yearColumn = 2014, resighted 4/25/2014; yearColumn = 2015, recaptured 4/17/2015 and 4/25/2015"
ROHRSALMD1,2014-05-18,NA,NA,2710-25971,NA,NA,T,"yearColumn = 2013, banded 6/27/2013; yearColumn = 2014, resighted 5/18/2014"
LAFOMELVA1,2014-07-28,NA,NA,2441-13840,NA,NA,T,"yearColumn = 2013, Capture 6/28/2013; yearColumn = 2014, Resight by BD July 28"
BROWANNMD1,2014-07-22,NA,NA,2641-63659,NA,NA,T,"yearColumn = 2013, Banded 7/1/2013; yearColumn = 2014, resighted by BD on July 22"
WISECELMD1,2014-04-25,NA,NA,1232-94712,NA,NA,T,"yearColumn = 2013, banded 7/9/2013; yearColumn = 2014, resighted 4/25/2014"
WISECELMD1,2014-04-18,NA,NA,2571-70324,NA,NA,T,"yearColumn = 2013, banded 7/9/2013; yearColumn = 2014, 4/18/2014: resighted by tech"
GECACARVA1,2014-04-24,NA,NA,2710-53702,NA,NA,T,"yearColumn = 2013, Capture 7/10/2013; yearColumn = 2014, resighted 4/24/2014"
BURNNANMD1,2014-06-26,NA,NA,2690-08495,NA,NA,T,"yearColumn = 2013, Banded 7/17/2013; yearColumn = 2014, resighted 6/26/14"
BUISNORVA1,2014-03-15,NA,NA,2531-74567,NA,NA,T,"yearColumn = 2013, banded 7/20/13; yearColumn = 2014, resighted by techs; yearColumn = 2015, Resighted 7/6/2015"
BURDROBVA1,2014-04-21,NA,NA,2641-63315,NA,NA,T,"yearColumn = 2013, Capture 7/24/2013; yearColumn = 2014, resighted 4/21/2014"
RAUNERIMD2,2014-06-16,NA,NA,2531-74574,NA,NA,T,"yearColumn = 2013, banded 7/29/13; yearColumn = 2014, resighted 6/16/2014; yearColumn = 2015, resighted by participant"
RAUNERIMD2,2014-06-16,NA,NA,2531-74575,NA,NA,T,"yearColumn = 2013, banded 7/29/13; yearColumn = 2014, resighted 6/16/2014"
STUECHRVA2,2014-07-19,NA,NA,2531-90238,NA,NA,T,"yearColumn = 2013, Captured July 20 2013; yearColumn = 2014, Resight July 19 by BD"
DALEELIMD1,2014-06-27,NA,NA,2710-54010,NA,NA,T,"yearColumn = 2013, Banded 8/2/2013; yearColumn = 2014, resighted by BD June 27"
BURDROBVA1,2014-06-26,NA,NA,2660-75714,NA,NA,T,"yearColumn = 2013, Banded, 5/13/2013; yearColumn = 2014, resighted 6/26/2014"
CRONCHRVA2,2014-05-01,NA,NA,2710-25936,NA,NA,T,"yearColumn = 2013, Banded 5/18; yearColumn = 2014, resighted 5/1/2014"
GECACARVA1,2014-04-24,NA,NA,2690-18954,NA,NA,T,"yearColumn = 2013, banded 5/14/2013; yearColumn = 2014, resighted 4/24/2014; yearColumn = 2015, resighted by participant"
MORRCHRVA1,2014-04-18,NA,NA,2710-25949,NA,NA,T,"yearColumn = 2013, banded; yearColumn = 2014, resighted 4/18/2014 by tech; yearColumn = 2015, 4/15/2015: found dead by participant"
MORRCHRVA1,2014-04-18,NA,NA,2710-25950,NA,NA,T,"yearColumn = 2013, banded.; yearColumn = 2014, resighted 4/18/2014 by tech"
FREYFREMD1,2015-06-19,NA,NA,2301-56894,NA,NA,T,"yearColumn = 2008, banded_18 July; yearColumn = 2015, Resighted 6/19/15"
MOSMCARMD1,2015-06-13,NA,NA,2411-37220,NA,NA,T,"yearColumn = 2009, banded 5/19/2009; yearColumn = 2012, Resight by participant 6/2012; yearColumn = 2014, Resight by BD June 19; yearColumn = 2015, Resight by KO 6/13/2015"
MORRCHRVA1,2015-04-23,NA,NA,2590-82570,NA,NA,T,"yearColumn = 2009, banded 7/6/2009; yearColumn = 2013, recaptured; yearColumn = 2015, resighted 4/23/2015"
HOROBONVA1,2015-07-09,NA,NA,2411-37178,NA,NA,T,"yearColumn = 2009, banded 7/20; yearColumn = 2010, resighted 6/21/10; yearColumn = 2012, resighted 6/6/2012; yearColumn = 2015, Resighted 7/9/2015"
EGGELESVA1,2015-04-13,NA,NA,2441-15036,NA,NA,T,"yearColumn = 2009, banded 7/10/2009; yearColumn = 2010, recaptured 7/2/2010; yearColumn = 2012, Resight 7/12/2012; yearColumn = 2014, Recaptured 7/7/2014; yearColumn = 2015, Resighted 4/13/2015"
LINDHANMD1,2015-04-26,NA,NA,2441-96303,NA,NA,T,"yearColumn = 2010, captured 5/22/2010; yearColumn = 2012, Resight 6/25/2012; yearColumn = 2014, recaptured 7/30/14; yearColumn = 2015, Resighted 4/26/2015"
ASSMCARMD1,2015-05-02,NA,NA,1272-43117,NA,NA,T,"yearColumn = 2010, banded 6/14/2010; yearColumn = 2015, Resighted 5/2/2015"
WOODELEVA1,2015-05-01,NA,NA,2441-96431,NA,NA,T,"yearColumn = 2010, banded 7/7/10; yearColumn = 2015, Resighted 5/1/2015"
WISECELMD1,2015-04-11,NA,NA,791-17257,NA,NA,T,"yearColumn = 2012, captured 5/22/2012; yearColumn = 2013, resighted 7/9/2013; yearColumn = 2015, resighted 4/11/2015"
WOODELEVA1,2015-05-01,NA,NA,2341-30355,NA,NA,T,"yearColumn = 2012, captured 5/25/2012; yearColumn = 2015, Resighted 5/1/2015"
FISHFERVA1,2015-07-08,NA,NA,791-17264,NA,NA,T,"yearColumn = 2012, Capture 5/26/2012; yearColumn = 2015, resighted 7/8/2015"
VERSBETMD1,2015-05-12,NA,NA,2570-44717,NA,NA,T,"yearColumn = 2012, captured 6/7/2012; yearColumn = 2013, resighted 4/24/2013; yearColumn = 2014, RECAP 6/21/2014; yearColumn = 2015, Resighted 5/12/2015"
FARYSIMMD1,2015-06-26,NA,NA,2441-96471,NA,NA,T,"yearColumn = 2012, Capture 6/8/2012; yearColumn = 2015, Resighted 6/26/15"
VONGJENMD1,2015-07-08,NA,NA,2590-83072,NA,NA,T,"yearColumn = 2012, Banded 6/7/2012; yearColumn = 2015, Resighted 7/8/2015"
DELUKARVA1,2015-07-09,NA,NA,2441-96477,NA,NA,T,"yearColumn = 2012, Capture 6/14/2012; yearColumn = 2015, .Resighted 7/9/2015"
WILLRAJMD1,2015-06-13,NA,NA,1292-64290,NA,NA,T,"yearColumn = 2012, Banded 6/19/2012; yearColumn = 2015, Resighted 6/13/2015"
YOUNKIMVA1,2015-05-13,NA,NA,2561-44923,NA,NA,T,"yearColumn = 2012, captured 6/23/2012; yearColumn = 2015, Resighted 5/13/2015"
LINDHANMD1,2015-04-13,NA,NA,2690-08451,NA,NA,T,"yearColumn = 2012, Capture 6/25/2012; yearColumn = 2015, resighted 4/13/2015"
MAZUJENMD1,2015-05-14,NA,NA,2421-34662,NA,NA,T,"yearColumn = 2012, Banded 6/23/2012; yearColumn = 2013, Resighted 7/18/2013; yearColumn = 2015, Resighted 5/14/2015"
BRIGKIMMD1,2015-05-18,NA,NA,2590-82011,NA,NA,T,"yearColumn = 2012, Banded 6/30/2012; yearColumn = 2015, Resighted 5/18/2015"
SOLIAPRMD1,2015-07-16,NA,NA,2341-30389,NA,NA,T,"yearColumn = 2012, captured 7/26/2012; yearColumn = 2013, resighted 8/8/2013; yearColumn = 2015, Resighted 7/16/15"
WOLFKARDC1,2015-04-19,NA,NA,2570-44760,NA,NA,T,"yearColumn = 2012, Capture 8/6/2012; yearColumn = 2014, resighted 4/17/2014 by tech; yearColumn = 2015, resighted 4/19/2015"
BURDROBVA1,2015-04-25,NA,NA,2460-22991,NA,NA,T,"yearColumn = 2013, banded 5 May; yearColumn = 2015, resighted 4/25/2015"
BLOCDAVMD1,2015-07-11,NA,NA,2441-96351,NA,NA,T,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant; yearColumn = 2015, Resighted 7/11/2015"
BLOCDAVMD1,2015-07-11,NA,NA,2641-63926,NA,NA,T,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant; yearColumn = 2015, Resighted 7/11/2015."
LAKEAESVA1,2015-04-21,NA,NA,2641-63930,NA,NA,T,"yearColumn = 2013, June 12, 2013; yearColumn = 2015, Resighted 4/21/2015"
DAVIALIVA1,2015-04-30,NA,NA,2690-18994,NA,NA,T,"yearColumn = 2013, Capture 6/25/2013; yearColumn = 2014, resight 7/3/2014; yearColumn = 2015, resighted 4/30/2015"
MARRPETMD2,2015-04-09,NA,NA,1342-72967,NA,NA,T,"yearColumn = 2013, banded 6/27/13; yearColumn = 2014, resighted by participant 18 March; yearColumn = 2015, resighted 4/9/2015"
MARRPETMD2,2015-06-30,NA,NA,2531-74562,NA,NA,T,"yearColumn = 2013, banded 6/27/13; yearColumn = 2015, Resighted 6/30/2015"
ROHRSALMD1,2015-05-07,NA,NA,2710-25968,NA,NA,T,"yearColumn = 2013, banded 6/27/2013; yearColumn = 2015, Resighted 5/7/2015"
DELUKARVA1,2015-07-09,NA,NA,2661-07904,NA,NA,T,"yearColumn = 2013, Capture 6/29/2013; yearColumn = 2015, Resighted 7/9/2015."
BOONGREMD1,2015-06-16,NA,NA,2441-96561,NA,NA,T,"yearColumn = 2013, Banded 7/19/2013; yearColumn = 2015, Resight 6/16/15"
BUISNORVA1,2015-07-06,NA,NA,2531-74567,NA,NA,T,"yearColumn = 2013, banded 7/20/13; yearColumn = 2014, resighted by techs; yearColumn = 2015, Resighted 7/6/2015"
GALLTERMD1,2015-06-09,NA,NA,2531-74570,NA,NA,T,"yearColumn = 2013, banded 7/25/13; yearColumn = 2015, Resighted 6/9/2015."
STUECHRVA2,2015-03-15,NA,NA,2531-90240,NA,NA,T,"yearColumn = 2013, Captured July 20 2013; yearColumn = 2015, Resighted in yard"
NEWBCARVA1,2015-04-20,NA,NA,2710-53905,NA,NA,T,"yearColumn = 2013, Banded 8/1/13; yearColumn = 2015, Resighted 4/20/2015"
JAMESESVA1,2015-06-11,NA,NA,2561-56879,NA,NA,T,"yearColumn = 2013, banded 8 October; yearColumn = 2015, Resighted 6/11/2015"
LAKEAESVA1,2015-04-23,NA,NA,1272-43178,NA,NA,T,"yearColumn = 2014, banded 9 April; yearColumn = 2015, Resighted 4/23/2015"
STEWBETMD1,2015-04-23,NA,NA,2710-25933,NA,NA,T,"yearColumn = 2013, Banded 5/18; yearColumn = 2014, resighted by participant 4/16/2014, recaptured 5/5/2014; yearColumn = 2015, resighted 4/23/2015"
EVANMICMD1,2015-07-10,NA,NA,2660-75731,NA,NA,T,"yearColumn = 2013, banded 6/12/13; yearColumn = 2015, Resighted 7/10/2015"
FUISLISVA2,2015-07-21,NA,NA,2571-90165,NA,NA,T,"yearColumn = 2014, banded 18 April; yearColumn = 2015, Resighted 7/21/2015"
BAILEESVA1,2015-04-15,NA,NA,1472-43188,NA,NA,T,"yearColumn = 2014, banded 28 April; yearColumn = 2015, Resight 4/15/2015"
BAILEESVA1,2015-04-27,NA,NA,1272-43189,NA,NA,T,"yearColumn = 2014, banded 28 April; yearColumn = 2015, Resighted 4/27/2015"
NEWBCARVA1,2015-04-20,NA,NA,2710-53938,NA,NA,T,"yearColumn = 2014, banded 21 May; yearColumn = 2015, Resighted 4/20/2015"
NEWBCARVA1,2015-03-30,NA,NA,2421-11942,NA,NA,T,"yearColumn = 2014, banded 21 May; yearColumn = 2015, resighted 3/30/2015"
BAILEESVA1,2015-04-29,NA,NA,2710-53940,NA,NA,T,"yearColumn = 2014, banded 27 May; yearColumn = 2015, Resighted 4/29/2015"
BAILEESVA1,2015-04-27,NA,NA,1292-64537,NA,NA,T,"yearColumn = 2014, banded 28 May; yearColumn = 2015, Resighted 4/27/2015"
PATTPARMD1,2015-06-01,NA,NA,2421-11953,NA,NA,T,"yearColumn = 2014, banded 3 June; yearColumn = 2015, Resighted 6/1/2015"
BARBJERMD1,2015-06-18,NA,NA,2641-63959,NA,NA,T,"yearColumn = 2014, banded 17 June; yearColumn = 2015, Resight 6/18/15"
TATEJUAMD1,2015-04-14,NA,NA,2641-63971,NA,NA,T,"yearColumn = 2014, banded 19 June; yearColumn = 2015, Resighted 4/14/15"
ONTAHOUDC1,2015-06-16,NA,NA,2421-11983,NA,NA,T,"yearColumn = 2014, banded 6/26/2014; yearColumn = 2015, Resighted 6/16/2015."
DAVIKELVA1,2015-03-29,NA,NA,2710-54316,NA,NA,T,"yearColumn = 2014, banded 27 June; yearColumn = 2015, Resighted 3/29/2015"
FARYSIMMD1,2015-06-26,NA,NA,1352-46523,NA,NA,T,"yearColumn = 2014, banded 30 June; yearColumn = 2015, Resighted 6/26/15"
WIEBFRAMD1,2015-04-16,NA,NA,2571-70333,NA,NA,T,"yearColumn = 2014, CAPTURE 6/5/14; yearColumn = 2015, Resighted 4/16/2015"
LIEBJUDMD1,2015-05-29,NA,NA,2641-63758,NA,NA,T,"yearColumn = 2014, CAPTURE 6/9/2014; yearColumn = 2015, resighted 5/29/2015"
WISECELMD1,2015-04-11,NA,NA,1232-94725,NA,NA,T,"yearColumn = 2014, BANDED 6/17/14; yearColumn = 2015, Resighted 4/11/2015"
SOLLCHRMD1,2015-05-28,NA,NA,2690-95966,NA,NA,T,"yearColumn = 2014, BANDED 6/23/14; yearColumn = 2015, Resighted 5/28/2015"
SOLLCHRMD1,2015-04-17,NA,NA,2690-95968,NA,NA,T,"yearColumn = 2014, BANDED 6/23/14 ; yearColumn = 2015, Resighted 4/17/2015"
FISHFERVA1,2015-07-08,NA,NA,2571-70347,NA,NA,T,"yearColumn = 2014, BANDED 6/23/14; yearColumn = 2015, resighted 7/8/2015"
FISHFERVA1,2015-06-13,NA,NA,1232-94726,NA,NA,T,"yearColumn = 2014, BANDED 6/23/14; yearColumn = 2015, resighted  6/13/2015"
FISHFERVA1,2015-05-08,NA,NA,1232-94727,NA,NA,T,"yearColumn = 2014, BANDED 6/23/14; yearColumn = 2015, Resighted 5/8/2015"
BUISNORVA1,2015-07-06,NA,NA,2571-90063,NA,NA,T,"yearColumn = 2014, BANDED 6/24/2014; yearColumn = 2015, Resighted 7/6/2015"
WILLRAJMD1,2015-06-13,NA,NA,1352-46525,NA,NA,T,"yearColumn = 2014, banded 3 July; yearColumn = 2015, Resighted 6/13/2015"
BOONGREMD1,2015-06-16,NA,NA,2641-63847,NA,NA,T,"yearColumn = 2014, banded 12 July; yearColumn = 2015, Resighted 6/16/15"
PADORAMVA1,2015-06-24,NA,NA,2641-63860,NA,NA,T,"yearColumn = 2014, banded July 12; yearColumn = 2015, .Resighted 6/24/2015"
WIKACORMD1,2015-06-29,NA,NA,2641-86578,NA,NA,T,"yearColumn = 2014, banded 17 July; yearColumn = 2015, Resight 6/29/15"
GOMEKARMD1,2015-06-25,NA,NA,2641-63878,NA,NA,T,"yearColumn = 2014, banded July 23; yearColumn = 2015, Resighted 6/25/15"
MUTRCYNVA2,2015-07-08,NA,NA,2641-63880,NA,NA,T,"yearColumn = 2014, banded July 24; yearColumn = 2015, Resighted 7/8/2015"
MUTRCYNVA2,2015-07-08,NA,NA,2641-63881,NA,NA,T,"yearColumn = 2014, banded July 24; yearColumn = 2015, Resighted 7/8/2015"
MUTRCYNVA2,2015-07-08,NA,NA,2341-30161,NA,NA,T,"yearColumn = 2014, banded July 24; yearColumn = 2015, Resighted 7/8/2015"
LAFOMELVA1,2015-04-11,NA,NA,2710-53984,NA,NA,T,"yearColumn = 2014, banded July 28; yearColumn = 2015, resighted 4/11/2015"
LINDHANMD1,2015-04-26,NA,NA,2641-96597,NA,NA,T,"yearColumn = 2014, banded 30 July; yearColumn = 2015, Resighted 4/26/2015"
LINDHANMD1,2015-04-26,NA,NA,2571-89949,NA,NA,T,"yearColumn = 2014, banded 30 July; yearColumn = 2015, Resighted 4/26/2015"
LINDHANMD1,2015-07-27,NA,NA,2571-89952,NA,NA,T,"yearColumn = 2014, banded 30 July; yearColumn = 2015, Resighted 7/27/15"
DAVIALIVA1,2015-07-16,NA,NA,2641-63794,NA,NA,T,"yearColumn = 2014, banded 7/3/2014; yearColumn = 2015, Resighted 7/16/2015"
JACOSYDMD1,2015-04-17,NA,NA,2730-24773,NA,NA,T,"yearColumn = 2014, banded 7/7/2014; yearColumn = 2015, Resighted 4/17/2015"
JACOSYDMD1,2015-04-17,NA,NA,2730-24775,NA,NA,T,"yearColumn = 2014, banded 7/7/2014; yearColumn = 2015, Resighted 4/17/2015"
DECHKIMMD2,2015-05-18,NA,NA,2730-24770,NA,NA,T,"yearColumn = 2014, banded 7/6/2014; yearColumn = 2015, Resighted 5/18/2015"
BLOCDAVMD1,2015-07-11,NA,NA,2571-70361,NA,NA,T,"yearColumn = 2014, banded 7/3/2014; yearColumn = 2015, Resighted 7/11/2015"
MCNAKRIMD1,2015-07-15,NA,NA,2531-90270,NA,NA,T,"yearColumn = 2014, banded 6/30/2014; yearColumn = 2015, Resighted 7/15/15"
JACOMERMD1,2015-07-16,NA,NA,2571-90095,NA,NA,T,"yearColumn = 2014, banded 6/27/2014; yearColumn = 2015, Resighted on 7/16/15 by DME"
SUBRSTEMD1,2015-04-22,NA,NA,2571-90068,NA,NA,T,"yearColumn = 2014, banded 7/1/2014; yearColumn = 2015, Resighted 4/22/2015"
EDEREDWVA1,2015-04-15,NA,NA,2660-75766,NA,NA,T,"yearColumn = 2014, 05/02/2014; yearColumn = 2015, resighted 4/15/2015"
WISECELMD1,2015-04-11,NA,NA,2730-24718,NA,NA,T,"yearColumn = 2014, 05/08/2014; yearColumn = 2015, Resighted 4/11/2015"
STEWBETMD1,2015-07-29,NA,NA,2661-31540,NA,NA,T,"yearColumn = 2014, banded 5/5/2014; yearColumn = 2015, Resighted 7/29/15"
STEWBETMD1,2015-07-29,NA,NA,2661-31543,NA,NA,T,"yearColumn = 2014, banded 5/5/2014; yearColumn = 2015, Resighted 7/29/15"
MCNAKRIMD1,2015-07-15,NA,NA,2531-90268,NA,NA,T,"yearColumn = 2014, banded; yearColumn = 2015, Resighted  7/15/15"
MORRCHRVA1,2015-04-23,NA,NA,2710-25956,NA,NA,T,"yearColumn = 2013, banded; yearColumn = 2015, Resighted 4/23/2015"
COWLANDMD1,2002-05-10,NA,NA,1141-05620,NA,NA,T,"yearColumn = 2001, banded 15 June; yearColumn = 2002, resighted 10 May,28 June"
COWLANDMD1,2002-06-28,NA,NA,1141-05620,NA,NA,T,"yearColumn = 2001, banded 15 June; yearColumn = 2002, resighted 10 May,28 June"
BRENSTEMD1,2004-05-19,NA,NA,1811-58601,NA,NA,T,"yearColumn = 2002, banded 6 July; yearColumn = 2003, resight 29 June by participant; yearColumn = 2004, resight 30 March by participant; 19 May at visit; yearColumn = 2006, resight in October by participant"
GEHRDALMD1,2005-06-06,NA,NA,1801-77868,NA,NA,T,"yearColumn = 2004, banded; yearColumn = 2005, resighted June 6, July 7"
GEHRDALMD1,2005-07-07,NA,NA,1801-77868,NA,NA,T,"yearColumn = 2004, banded; yearColumn = 2005, resighted June 6, July 7"
FREYFREMD1,2007-05-19,NA,NA,2430-29212,NA,NA,T,"yearColumn = 2005, banded 30 May; yearColumn = 2007, resighted 19 may; resighted by participant 31 December.; yearColumn = 2008, resighted by participant 26 March; yearColumn = 2010, resighted by participant 8 April; yearColumn = 2011, resighted by participant 2 April; yearColumn = 2012, resighted by participant 4/7/2012; yearColumn = 2013, resighted by participant 4/20/2012; yearColumn = 2014, resighted on July on NN visit"
NEWBCARVA1,2008-07-11,NA,NA,1991-21138,NA,NA,T,"yearColumn = 2007, Banded 2 July; yearColumn = 2008, resighted by participant 1 April; resighted July 11, 2008; yearColumn = 2009, recapture 5/22/2009; yearColumn = 2010, resighted by participant 17 May; yearColumn = 2011, resighted by participant 29 Oct.; yearColumn = 2012, resighted by participant Apr. 27, 2012; yearColumn = 2013, resighted by tech 7/31/13"
GECACARVA1,2008-06-18,NA,NA,2460-22847,NA,NA,T,"yearColumn = 2007, banded 13-Jul; yearColumn = 2008, resighted by particpant 1 march, resighted by bander June 18; yearColumn = 2009, resighted by participant in the fall; yearColumn = 2011, resighted by participant 2/11/12"
RAUNERIMD1,2009-05-11,NA,NA,1951-20960,NA,NA,T,"yearColumn = 2004, banded; yearColumn = 2005, resighted by participant 30 April; yearColumn = 2006, resighted by participant in spring; yearColumn = 2007, resighted by participant 14 March/ recaptured 6 july; yearColumn = 2008, resighted by participant 6 April; yearColumn = 2009, resighted by participant 14 March; NNW rsight May 11"
RAUNERIMD1,2009-07-22,NA,NA,1991-46150,NA,NA,T,"yearColumn = 2007, banded 6 july; yearColumn = 2008, resighted 6 April by participant; yearColumn = 2009, resighted by partic
ipant 22 February. Resighted by JLD 22-Jul; yearColumn = 2010, resighted by participant 20 March; 15 Jan 2011"
WOODPAUVA1,2009-05-20,NA,NA,2301-08219,NA,NA,T,"yearColumn = 2007, banded by participant 1/2007; yearColumn = 2008, recaptured by NNW 7/1/2008; yearColumn = 2009, resighted by participant 10,25 March; 20 May; yearColumn = 2010, resighted by participant 27 March; 7 June"
REITBOBMD1,2009-06-01,NA,NA,2301-56791,NA,NA,T,"yearColumn = 2008, recaptured 22 July; yearColumn = 2009, resighted by participant 1 June, 26 August; yearColumn = 2010, resighted by participant 8 August; yearColumn = 2011, resighted by participant 8 October"
REITBOBMD1,2009-08-26,NA,NA,2301-56791,NA,NA,T,"yearColumn = 2008, recaptured 22 July; yearColumn = 2009, resighted by participant 1 June, 26 August; yearColumn = 2010, resighted by participant 8 August; yearColumn = 2011, resighted by participant 8 October"
REITBOBMD1,2009-05-15,NA,NA,2301-56785,NA,NA,T,"yearColumn = 2008, banded 24 June; yearColumn = 2009, resighted by participant May and Sept.; yearColumn = 2010, resighted 7/6; yearColumn = 2012, resighted 7/7/2012, by participant 10 Sept."
REITBOBMD1,2009-09-15,NA,NA,2301-56785,NA,NA,T,"yearColumn = 2008, banded 24 June; yearColumn = 2009, resighted by participant May and Sept.; yearColumn = 2010, resighted 7/6; yearColumn = 2012, resighted 7/7/2012, by participant 10 Sept."
REITBOBMD1,2010-06-10,NA,NA,2261-38311,NA,NA,T,"yearColumn = 2007, banded 8 june; yearColumn = 2008, resighted by participant 20 March; yearColumn = 2009, resighted by participant 8 march; yearColumn = 2010, resighted by participant 10 June; resight 7/6"
REITBOBMD1,2010-07-06,NA,NA,2261-38311,NA,NA,T,"yearColumn = 2007, banded 8 june; yearColumn = 2008, resighted by participant 20 March; yearColumn = 2009, resighted by participant 8 march; yearColumn = 2010, resighted by participant 10 June; resight 7/6"
