siteIDPc,datePc,obsPc,startTimePc,intervalPc,sppPc,count10Pc,count20Pc,count30Pc,count40Pc,count50Pc,detectionPc
PELLLYNMA1,2017-07-03,JLK,07:07,1,CEDW,2,0,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,1,CHSW,0,0,1,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,1,CHSW,0,0,1,0,0,B
PELLLYNMA1,2017-07-03,JLK,07:07,1,EUST,0,1,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,1,GRCA,1,0,0,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,1,RODO,0,5,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,2,AMGO,0,0,1,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,2,AMRO,1,0,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,2,BCCH,0,1,0,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,2,CEDW,2,0,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,2,CHSW,0,0,4,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,2,DOWO,1,0,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,2,EUST,0,0,1,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,2,GRCA,0,1,1,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,2,HOFI,1,0,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,2,HOSP,1,0,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,2,MODO,0,0,0,0,1,A
PELLLYNMA1,2017-07-03,JLK,07:07,2,RODO,0,6,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,3,AMCR,0,0,1,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,3,AMRO,0,1,0,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,3,BCCH,0,0,1,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,3,BLJA,0,1,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,3,CEDW,0,1,0,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,3,CHSW,0,0,0,1,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,3,COGR,0,1,0,0,0,B
PELLLYNMA1,2017-07-03,JLK,07:07,3,DOWO,0,1,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,3,EAKI,1,0,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,3,GRCA,0,0,1,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,3,HOFI,2,0,0,0,0,B
PELLLYNMA1,2017-07-03,JLK,07:07,3,HOSP,1,0,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,3,RBWO,0,0,1,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,3,RODO,0,4,0,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,3,RODO,1,0,0,0,0,V
PELLLYNMA1,2017-07-03,JLK,07:07,3,TUTI,0,0,1,0,0,A
PELLLYNMA1,2017-07-03,JLK,07:07,3,noData,0,0,0,0,0,noData
PELLVOLMA1,2017-06-19,JLK,07:03,1,AMCR,0,0,0,0,1,V
PELLVOLMA1,2017-06-19,JLK,07:03,1,AMRO,0,0,1,0,0,A
PELLVOLMA1,2017-06-19,JLK,07:03,1,AMRO,0,1,0,0,0,V
PELLVOLMA1,2017-06-19,JLK,07:03,1,CHSW,0,0,3,0,0,B
PELLVOLMA1,2017-06-19,JLK,07:03,1,CHSW,0,2,0,0,0,V
PELLVOLMA1,2017-06-19,JLK,07:03,1,EUST,0,0,4,0,0,V
PELLVOLMA1,2017-06-19,JLK,07:03,1,HOFI,0,0,0,1,0,A
PELLVOLMA1,2017-06-19,JLK,07:03,1,MODO,0,0,1,0,0,A
PELLVOLMA1,2017-06-19,JLK,07:03,2,CHSW,0,0,4,6,0,B
PELLVOLMA1,2017-06-19,JLK,07:03,2,HOSP,0,0,0,3,0,A
PELLVOLMA1,2017-06-19,JLK,07:03,2,HOSP,0,1,0,0,0,V
PELLVOLMA1,2017-06-19,JLK,07:03,3,AMGO,0,1,0,0,0,A
PELLVOLMA1,2017-06-19,JLK,07:03,3,AMRO,0,0,1,0,0,A
PELLVOLMA1,2017-06-19,JLK,07:03,3,CHSW,0,0,1,0,0,A
PELLVOLMA1,2017-06-19,JLK,07:03,3,CHSW,0,0,0,2,0,B
PELLVOLMA1,2017-06-19,JLK,07:03,3,CHSW,0,1,0,0,0,V
PELLVOLMA1,2017-06-19,JLK,07:03,3,EUST,0,1,2,0,0,V
PELLVOLMA1,2017-06-19,JLK,07:03,3,HOSP,0,0,0,2,0,A
PELLVOLMA1,2017-06-19,JLK,07:03,3,HOSP,0,1,0,0,0,V
PELLVOLMA1,2017-06-19,JLK,07:03,3,MODO,0,1,0,0,0,V
PENNGRANC1,2017-06-05,AJB,06:20,2,AMRO,0,0,0,1,0,A
PENNGRANC1,2017-06-05,AJB,06:20,2,CARW,0,0,0,0,1,A
PENNGRANC1,2017-06-05,AJB,06:20,2,NOCA,0,1,0,1,0,A
PENNGRANC1,2017-06-05,AJB,06:20,3,CACH,0,0,0,0,2,A
PENNGRANC1,2017-06-05,AJB,06:20,3,NOCA,0,1,0,1,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,1,AMGO,0,0,0,2,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,1,BGGN,0,0,0,1,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,1,CARW,0,0,0,1,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,1,NOCA,0,0,1,0,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,1,NOCA,1,1,0,0,0,B
PERNMIKMD1,2017-06-14,AKW,06:56,1,RBWO,0,0,0,1,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,1,TUTI,0,0,0,1,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,2,AMGO,1,2,0,1,0,B
PERNMIKMD1,2017-06-14,AKW,06:56,2,BGGN,0,0,0,1,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,2,CARW,0,0,0,1,1,A
PERNMIKMD1,2017-06-14,AKW,06:56,2,HOFI,0,0,1,0,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,2,NOCA,0,0,1,0,1,A
PERNMIKMD1,2017-06-14,AKW,06:56,2,NOCA,2,0,0,0,0,V
PERNMIKMD1,2017-06-14,AKW,06:56,3,AMGO,0,0,2,0,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,3,BGGN,0,0,0,2,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,3,CARW,0,0,1,0,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,3,GCFL,0,0,0,1,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,3,HOFI,0,0,0,1,0,A
PERNMIKMD1,2017-06-14,AKW,06:56,3,NOCA,0,0,1,0,0,V
PERNMIKMD1,2017-06-14,AKW,06:56,3,TUTI,0,0,0,0,1,A
PERRCHRMD1,2017-05-30,JLM,07:03,1,CACH,0,0,0,0,1,A
PERRCHRMD1,2017-05-30,JLM,07:03,1,CARW,0,0,1,0,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,1,NOCA,0,0,1,0,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,1,TUTI,0,0,1,0,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,1,WOTH,0,0,0,1,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,2,CACH,0,0,0,0,1,A
PERRCHRMD1,2017-05-30,JLM,07:03,2,CARW,0,0,1,0,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,2,NOCA,0,0,1,0,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,2,WOTH,0,0,0,1,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,3,AMRO,0,0,1,0,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,3,CACH,0,1,0,0,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,3,CARW,0,0,0,0,1,A
PERRCHRMD1,2017-05-30,JLM,07:03,3,NOCA,0,0,0,1,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,3,RBWO,0,0,1,0,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,3,WBNU,0,0,1,0,0,A
PERRCHRMD1,2017-05-30,JLM,07:03,3,WOTH,0,0,0,1,0,A
PFEIJOHFL1,2017-05-10,ERF,06:20,1,CARW,0,0,1,1,1,A
PFEIJOHFL1,2017-05-10,ERF,06:20,1,NOCA,0,1,0,1,0,A
PFEIJOHFL1,2017-05-10,ERF,06:20,2,CARW,0,0,1,0,1,A
PFEIJOHFL1,2017-05-10,ERF,06:20,2,NOCA,0,1,0,0,0,A
PFEIJOHFL1,2017-05-10,ERF,06:20,2,TUTI,0,0,0,0,1,A
PFEIJOHFL1,2017-05-10,ERF,06:20,3,CARW,0,0,1,1,0,A
PFEIJOHFL1,2017-05-10,ERF,06:20,3,NOCA,0,0,1,0,1,A
PFEIJOHFL1,2017-05-10,ERF,06:20,3,TUTI,0,0,0,0,1,A
PHARAIMMD1,2017-07-05,JLM,06:54,1,AMRO,0,1,0,0,0,A
PHARAIMMD1,2017-07-05,JLM,06:54,1,CACH,0,0,0,1,0,A
PHARAIMMD1,2017-07-05,JLM,06:54,1,CARW,0,1,0,0,0,A
PHARAIMMD1,2017-07-05,JLM,06:54,1,HOFI,1,0,0,0,0,B
PHARAIMMD1,2017-07-05,JLM,06:54,1,NOCA,1,0,0,0,0,A
PHARAIMMD1,2017-07-05,JLM,06:54,2,AMRO,0,0,0,1,0,A
PHARAIMMD1,2017-07-05,JLM,06:54,2,BLJA,1,0,0,0,0,A
PHARAIMMD1,2017-07-05,JLM,06:54,2,CACH,0,0,0,0,1,A
PHARAIMMD1,2017-07-05,JLM,06:54,2,CARW,0,1,0,0,0,A
PHARAIMMD1,2017-07-05,JLM,06:54,2,HOFI,1,0,0,0,0,V
PHARAIMMD1,2017-07-05,JLM,06:54,2,MODO,0,0,0,0,1,A
PHARAIMMD1,2017-07-05,JLM,06:54,2,NOCA,1,0,0,0,0,V
PHARAIMMD1,2017-07-05,JLM,06:54,2,RBWO,1,0,0,0,0,V
PHARAIMMD1,2017-07-05,JLM,06:54,3,AMRO,0,2,0,0,0,A
PHARAIMMD1,2017-07-05,JLM,06:54,3,CACH,0,0,0,0,1,A
PHARAIMMD1,2017-07-05,JLM,06:54,3,CARW,0,1,0,0,0,A
PHARAIMMD1,2017-07-05,JLM,06:54,3,HOFI,1,0,0,0,0,V
PHARAIMMD1,2017-07-05,JLM,06:54,3,NOCA,0,0,0,1,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,1,AMRO,0,0,1,1,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,1,BLJA,0,0,0,0,1,A
PHARAIMMD1,2017-06-13,KLW,06:54,1,CACH,0,0,0,2,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,1,CACH,0,0,0,3,0,V
PHARAIMMD1,2017-06-13,KLW,06:54,1,NOCA,1,0,0,0,0,V
PHARAIMMD1,2017-06-13,KLW,06:54,1,RBWO,0,0,1,0,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,1,RWBL,1,0,0,0,0,V
PHARAIMMD1,2017-06-13,KLW,06:54,1,TUTI,0,0,0,2,1,A
PHARAIMMD1,2017-06-13,KLW,06:54,1,WOTH,0,0,0,2,1,A
PHARAIMMD1,2017-06-13,KLW,06:54,2,AMRO,0,0,0,1,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,2,BLJA,0,0,0,0,1,A
PHARAIMMD1,2017-06-13,KLW,06:54,2,CACH,1,0,2,1,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,2,CARW,0,0,0,1,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,2,CARW,1,0,0,0,0,V
PHARAIMMD1,2017-06-13,KLW,06:54,2,DOWO,0,0,0,1,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,2,NOCA,0,0,1,0,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,2,RBWO,0,0,1,0,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,2,RWBL,1,0,0,0,0,V
PHARAIMMD1,2017-06-13,KLW,06:54,2,TUTI,0,0,0,1,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,2,TUTI,1,0,0,0,0,V
PHARAIMMD1,2017-06-13,KLW,06:54,2,WOTH,0,0,0,0,2,A
PHARAIMMD1,2017-06-13,KLW,06:54,3,AMGO,0,0,0,1,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,3,BHCO,0,1,0,0,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,3,BLJA,0,0,0,0,1,A
PHARAIMMD1,2017-06-13,KLW,06:54,3,CACH,0,1,0,3,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,3,CARW,0,0,0,1,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,3,NOCA,0,0,1,0,0,A
PHARAIMMD1,2017-06-13,KLW,06:54,3,REVI,0,0,0,0,1,A
PHARAIMMD1,2017-06-13,KLW,06:54,3,TUTI,0,0,2,0,1,A
PHARAIMMD1,2017-06-13,KLW,06:54,3,WOTH,0,0,0,1,1,A
PHENTRACO1,2017-05-29,AM,07:20,1,AMGO,1,0,0,0,0,B
PHENTRACO1,2017-05-29,AM,07:20,1,AMRO,0,0,0,0,1,V
PHENTRACO1,2017-05-29,AM,07:20,1,COGR,2,0,0,0,0,V
PHENTRACO1,2017-05-29,AM,07:20,1,ECDO,0,0,1,2,0,A
PHENTRACO1,2017-05-29,AM,07:20,1,HOFI,0,1,0,0,0,B
PHENTRACO1,2017-05-29,AM,07:20,1,HOSP,0,0,0,1,0,A
PHENTRACO1,2017-05-29,AM,07:20,1,LEGO,1,0,0,0,0,V
PHENTRACO1,2017-05-29,AM,07:20,2,AMGO,1,0,0,0,0,B
PHENTRACO1,2017-05-29,AM,07:20,2,AMRO,0,0,0,0,1,V
PHENTRACO1,2017-05-29,AM,07:20,2,COGR,1,0,0,0,0,V
PHENTRACO1,2017-05-29,AM,07:20,2,HOFI,2,0,0,0,0,B
PHENTRACO1,2017-05-29,AM,07:20,2,HOWR,2,0,0,0,0,B
PHENTRACO1,2017-05-29,AM,07:20,3,AMGO,1,0,0,0,0,B
PHENTRACO1,2017-05-29,AM,07:20,3,AMRO,0,0,0,0,1,A
PHENTRACO1,2017-05-29,AM,07:20,3,COGR,1,0,0,0,0,V
PHENTRACO1,2017-05-29,AM,07:20,3,ECDO,0,0,0,0,2,A
PHENTRACO1,2017-05-29,AM,07:20,3,HOFI,1,0,0,0,0,B
PHENTRACO1,2017-05-29,AM,07:20,3,HOSP,1,0,0,0,0,V
PHENTRACO1,2017-05-29,AM,07:20,3,HOWR,2,0,0,0,1,B
PIROELADC1,2017-07-22,JLM,07:00,1,AMRO,1,0,0,0,0,V
PIROELADC1,2017-07-22,JLM,07:00,1,JACR,0,0,3,0,0,B
PIROELADC1,2017-07-22,JLM,07:00,1,SOSP,0,0,1,0,0,A
PIROELADC1,2017-07-22,JLM,07:00,2,AMCR,0,0,0,1,0,A
PIROELADC1,2017-07-22,JLM,07:00,2,AMRO,0,0,1,0,0,B
PIROELADC1,2017-07-22,JLM,07:00,2,HOSP,1,0,0,0,0,V
PIROELADC1,2017-07-22,JLM,07:00,2,SOSP,0,0,1,0,0,A
PIROELADC1,2017-07-22,JLM,07:00,3,AMCR,0,0,0,0,1,A
PIROELADC1,2017-07-22,JLM,07:00,3,HOSP,0,0,0,0,1,A
PIROELADC1,2017-06-16,KLW,07:07,1,AMRO,0,0,0,1,0,A
PIROELADC1,2017-06-16,KLW,07:07,1,HOSP,3,1,4,7,7,A
PIROELADC1,2017-06-16,KLW,07:07,1,MODO,0,0,0,0,2,A
PIROELADC1,2017-06-16,KLW,07:07,1,NOCA,0,0,1,1,0,A
PIROELADC1,2017-06-16,KLW,07:07,1,SOSP,0,1,0,1,0,A
PIROELADC1,2017-06-16,KLW,07:07,2,MODO,1,0,0,0,0,V
PIROELADC1,2017-06-16,KLW,07:07,2,NOCA,0,2,0,0,0,B
PIROELADC1,2017-06-16,KLW,07:07,2,SOSP,0,0,0,0,1,A
PIROELADC1,2017-06-16,KLW,07:07,3,AMGO,0,1,0,0,0,B
PIROELADC1,2017-06-16,KLW,07:07,3,HOSP,0,5,3,7,7,A
PIROELADC1,2017-06-16,KLW,07:07,3,HOSP,1,2,0,0,0,B
PLANANDGA1,2017-04-25,CLG,08:34,1,AMRO,0,1,1,0,0,A
PLANANDGA1,2017-04-25,CLG,08:34,1,CARW,0,1,0,0,0,A
PLANANDGA1,2017-04-25,CLG,08:34,1,HOWR,0,0,1,0,0,A
PLANANDGA1,2017-04-25,CLG,08:34,1,NOCA,0,1,1,0,0,A
PLANANDGA1,2017-04-25,CLG,08:34,1,NOCA,0,0,3,0,0,V
PLANANDGA1,2017-04-25,CLG,08:34,2,HOWR,1,0,0,0,0,A
PLANANDGA1,2017-04-25,CLG,08:34,2,NOCA,0,0,1,0,0,A
PLANANDGA1,2017-04-25,CLG,08:34,2,NOCA,0,3,0,0,0,V
PLANANDGA1,2017-04-25,CLG,08:34,2,TUTI,0,1,0,0,0,V
PLANANDGA1,2017-04-25,CLG,08:34,3,HOWR,0,1,0,0,0,V
PLANANDGA1,2017-04-25,CLG,08:34,3,NOCA,0,0,1,0,0,A
PLANANDGA1,2017-04-25,CLG,08:34,3,NOCA,1,2,1,0,0,V
POVEANGGA1,2017-05-05,CLG,07:32,1,AMRO,0,0,1,0,0,A
POVEANGGA1,2017-05-05,CLG,07:32,1,CARW,0,0,1,0,0,A
POVEANGGA1,2017-05-05,CLG,07:32,1,GRCA,0,0,1,0,0,A
POVEANGGA1,2017-05-05,CLG,07:32,1,NOCA,0,0,0,1,0,A
POVEANGGA1,2017-05-05,CLG,07:32,2,AMRO,0,0,1,0,0,A
POVEANGGA1,2017-05-05,CLG,07:32,2,CARW,0,0,1,0,0,A
POVEANGGA1,2017-05-05,CLG,07:32,2,GRCA,0,0,1,0,0,A
POVEANGGA1,2017-05-05,CLG,07:32,3,AMRO,0,0,1,0,0,A
POVEANGGA1,2017-05-05,CLG,07:32,3,GRCA,0,0,1,0,0,A
POVEANGGA1,2017-05-05,CLG,07:32,3,NOCA,0,0,1,0,0,A
POVEANGGA1,2017-05-05,CLG,07:32,3,SOSP,0,0,1,0,0,A
PRESPENFL1,2017-05-06,ERF,06:30,1,CARW,0,0,0,1,0,A
PRESPENFL1,2017-05-06,ERF,06:30,1,NOCA,0,0,1,1,0,A
PRESPENFL1,2017-05-06,ERF,06:30,1,TUTI,0,0,0,0,1,A
PRESPENFL1,2017-05-06,ERF,06:30,2,CACH,0,0,1,0,0,A
PRESPENFL1,2017-05-06,ERF,06:30,2,CARW,0,0,0,1,1,A
PRESPENFL1,2017-05-06,ERF,06:30,2,NOCA,0,0,1,0,0,A
PRESPENFL1,2017-05-06,ERF,06:30,2,TUTI,0,0,0,0,1,A
PRESPENFL1,2017-05-06,ERF,06:30,3,CACH,0,0,1,0,0,A
PRESPENFL1,2017-05-06,ERF,06:30,3,CARW,0,0,0,1,1,A
PRESPENFL1,2017-05-06,ERF,06:30,3,NOCA,0,0,0,1,1,A
PRESPENFL1,2017-05-06,ERF,06:30,3,TUTI,0,0,0,1,0,A
PRITANGGA1,2017-04-17,CLG,07:13,1,AMRO,0,0,1,1,1,A
PRITANGGA1,2017-04-17,CLG,07:13,1,BRTH,0,0,0,1,0,A
PRITANGGA1,2017-04-17,CLG,07:13,1,CARW,0,0,1,0,0,A
PRITANGGA1,2017-04-17,CLG,07:13,1,HOWR,0,1,0,0,0,A
PRITANGGA1,2017-04-17,CLG,07:13,1,NOCA,0,0,1,0,1,A
PRITANGGA1,2017-04-17,CLG,07:13,1,SOSP,0,0,0,0,1,A
PRITANGGA1,2017-04-17,CLG,07:13,2,AMRO,0,0,1,1,0,A
PRITANGGA1,2017-04-17,CLG,07:13,2,CARW,0,0,0,0,1,A
PRITANGGA1,2017-04-17,CLG,07:13,2,HOWR,0,0,0,0,1,A
PRITANGGA1,2017-04-17,CLG,07:13,3,AMRO,0,0,1,0,0,A
PRITANGGA1,2017-04-17,CLG,07:13,3,CARW,0,0,1,0,1,A
PRITANGGA1,2017-04-17,CLG,07:13,3,NOCA,0,0,1,0,0,A
PROWGARFL1,2017-03-30,ERF,07:00,1,CACH,0,0,1,0,0,A
PROWGARFL1,2017-03-30,ERF,07:00,1,CARW,0,0,1,0,0,A
PROWGARFL1,2017-03-30,ERF,07:00,1,NOCA,1,0,1,1,0,A
PROWGARFL1,2017-03-30,ERF,07:00,1,TUTI,0,1,1,0,1,A
PROWGARFL1,2017-03-30,ERF,07:00,2,CACH,0,0,1,0,0,A
PROWGARFL1,2017-03-30,ERF,07:00,2,NOCA,0,0,1,0,0,A
PROWGARFL1,2017-03-30,ERF,07:00,2,TUTI,0,1,0,1,1,A
PROWGARFL1,2017-03-30,ERF,07:00,3,CARW,0,0,1,1,0,A
PROWGARFL1,2017-03-30,ERF,07:00,3,NOCA,0,0,1,1,0,A
PROWGARFL1,2017-03-30,ERF,07:00,3,TUTI,0,1,1,0,0,A
RACKTRACO1,2017-05-13,AM,07:10,1,AMCR,0,0,0,1,0,V
RACKTRACO1,2017-05-13,AM,07:10,1,HOFI,0,3,0,0,0,B
RACKTRACO1,2017-05-13,AM,07:10,1,MODO,0,3,0,0,0,B
RACKTRACO1,2017-05-13,AM,07:10,2,HOFI,0,1,0,2,0,B
RACKTRACO1,2017-05-13,AM,07:10,2,HOSP,0,2,0,0,0,V
RACKTRACO1,2017-05-13,AM,07:10,3,EUST,0,0,2,0,0,V
RACKTRACO1,2017-05-13,AM,07:10,3,HOFI,0,1,1,0,0,V
RACKTRACO1,2017-05-13,AM,07:10,3,HOSP,0,2,0,0,0,V
RAUNERIMD1,2017-06-05,KLW,07:01,1,AMRO,0,0,0,0,1,A
RAUNERIMD1,2017-06-05,KLW,07:01,1,CACH,0,1,0,0,0,A
RAUNERIMD1,2017-06-05,KLW,07:01,1,CARW,0,0,0,0,1,A
RAUNERIMD1,2017-06-05,KLW,07:01,1,NOCA,0,1,1,0,0,A
RAUNERIMD1,2017-06-05,KLW,07:01,1,NOCA,0,0,1,0,0,B
RAUNERIMD1,2017-06-05,KLW,07:01,1,TUTI,0,0,0,1,0,A
RAUNERIMD1,2017-06-05,KLW,07:01,2,BLJA,0,0,0,0,1,A
RAUNERIMD1,2017-06-05,KLW,07:01,2,CACH,0,0,1,1,0,A
RAUNERIMD1,2017-06-05,KLW,07:01,2,CARW,0,0,0,0,1,A
RAUNERIMD1,2017-06-05,KLW,07:01,2,GCFL,0,0,0,1,0,A
RAUNERIMD1,2017-06-05,KLW,07:01,2,GRCA,0,1,0,0,0,V
RAUNERIMD1,2017-06-05,KLW,07:01,2,HOSP,1,0,0,0,0,V
RAUNERIMD1,2017-06-05,KLW,07:01,2,NOCA,0,1,0,2,2,A
RAUNERIMD1,2017-06-05,KLW,07:01,2,RTHU,1,0,0,0,0,V
RAUNERIMD1,2017-06-05,KLW,07:01,2,TUTI,0,0,0,0,1,A
RAUNERIMD1,2017-06-05,KLW,07:01,2,WBNU,0,0,0,1,0,A
RAUNERIMD1,2017-06-05,KLW,07:01,3,AMGO,0,1,0,0,0,V
RAUNERIMD1,2017-06-05,KLW,07:01,3,CACH,0,0,1,1,0,A
RAUNERIMD1,2017-06-05,KLW,07:01,3,CARW,0,0,0,1,0,A
RAUNERIMD1,2017-06-05,KLW,07:01,3,GCFL,0,0,0,1,0,A
RAUNERIMD1,2017-06-05,KLW,07:01,3,NOCA,0,0,0,3,2,A
RAUNERIMD1,2017-06-05,KLW,07:01,3,RBWO,0,0,0,0,1,A
RAUNERIMD1,2017-06-05,KLW,07:01,3,RTHU,1,0,0,0,0,V
RAUNERIMD1,2017-06-05,KLW,07:01,3,TUTI,0,0,0,0,1,A
RAUNERIMD1,2017-06-05,KLW,07:01,3,WBNU,0,0,0,1,0,A
RAVECATPA1,2017-07-13,DC,05:45,1,AMRO,0,1,0,0,1,noData
RAVECATPA1,2017-07-13,DC,05:45,1,NOCA,0,0,1,0,0,noData
RAVECATPA1,2017-07-13,DC,05:45,1,REVI,0,0,0,1,0,noData
RAVECATPA1,2017-07-13,DC,05:45,1,TUTI,0,0,1,0,0,noData
RAVECATPA1,2017-07-13,DC,05:45,2,AMCR,0,0,0,1,0,noData
RAVECATPA1,2017-07-13,DC,05:45,2,AMRO,0,0,0,0,1,noData
RAVECATPA1,2017-07-13,DC,05:45,2,BLJA,0,1,0,0,0,noData
RAVECATPA1,2017-07-13,DC,05:45,2,EATO,0,0,0,0,1,noData
RAVECATPA1,2017-07-13,DC,05:45,2,NOCA,0,0,0,1,1,noData
RAVECATPA1,2017-07-13,DC,05:45,2,REVI,0,0,0,0,1,noData
RAVECATPA1,2017-07-13,DC,05:45,3,AMRO,0,0,1,0,0,noData
RAVECATPA1,2017-07-13,DC,05:45,3,BLJA,0,1,0,0,0,noData
RAVECATPA1,2017-07-13,DC,05:45,3,EATO,0,0,0,0,1,noData
RAVECATPA1,2017-07-13,DC,05:45,3,NOCA,0,1,0,0,0,noData
RAVECATPA1,2017-07-13,DC,05:45,3,REVI,0,0,0,0,1,noData
REIDLOLMA1,2017-07-20,JLK,07:11,1,AMRO,0,0,1,0,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,1,BLJA,0,0,0,0,2,A
REIDLOLMA1,2017-07-20,JLK,07:11,1,BLJA,0,1,0,0,0,V
REIDLOLMA1,2017-07-20,JLK,07:11,1,CHSW,0,0,2,1,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,1,EUST,0,1,0,0,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,1,EUST,0,2,0,0,0,V
REIDLOLMA1,2017-07-20,JLK,07:11,1,NOCA,0,0,1,0,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,2,AMRO,0,1,0,0,0,B
REIDLOLMA1,2017-07-20,JLK,07:11,2,BCCH,0,2,0,0,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,2,BLJA,0,0,0,0,2,A
REIDLOLMA1,2017-07-20,JLK,07:11,2,CHSW,0,0,0,1,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,2,EUST,0,1,0,0,0,B
REIDLOLMA1,2017-07-20,JLK,07:11,2,EUST,0,1,0,0,0,V
REIDLOLMA1,2017-07-20,JLK,07:11,2,HOSP,0,0,0,2,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,2,MODO,0,0,0,1,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,2,NOCA,0,0,1,0,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,3,AMRO,0,2,0,0,0,B
REIDLOLMA1,2017-07-20,JLK,07:11,3,BCCH,0,1,0,0,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,3,BLJA,0,0,0,0,1,A
REIDLOLMA1,2017-07-20,JLK,07:11,3,CARW,0,0,0,0,1,A
REIDLOLMA1,2017-07-20,JLK,07:11,3,EUST,0,3,0,0,0,B
REIDLOLMA1,2017-07-20,JLK,07:11,3,GRCA,0,0,0,1,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,3,HOSP,0,2,0,0,0,A
REIDLOLMA1,2017-07-20,JLK,07:11,3,HOSP,0,2,0,0,0,B
REIDLOLMA1,2017-07-20,JLK,07:11,3,NOCA,0,1,0,0,0,A
REIMAMBCO1,2017-05-26,AM,07:04,1,AMRO,0,1,0,0,0,B
REIMAMBCO1,2017-05-26,AM,07:04,1,HOFI,2,0,0,0,0,V
