siteIDCapture,dateCapture,timeCapture,obsCapture,encCapture,sppCapture,bandNumberCapture,colorComboCapture,massCapture,wingCapture,tlCapture,ageCapture,sexCapture,cpBpCapture,fatCapture,bloodIDCapture,featherIDCapture,notesCapture
FULLPAMFL1,2017-05-28,07:15,ERF,B,TUTI,2741-54441,"OX,W",17.5,74,67,AHY,F,BP,0.5,USA-FLA-515,NZP-FL-1966,MOLTING
FULLPAMFL1,2017-05-28,07:15,ERF,B,TUTI,2741-54442,"B,XY",21.4,81,72,AHY,U,noData,99999,USA-FLA-516,NZP-FL-1967,noData
FULLPAMFL1,2017-05-28,07:15,ERF,B,TUTI,2741-54443,"PK,X",19.6,75,69,AHY,U,noData,0.5,USA-FLA-517,NZP-FL-1968,MOLTING
FULLPAMFL1,2017-05-28,09:10,ERF,B,CARW,2741-54444,"BY,X",17.3,57,49,HY,U,noData,1,USA-FLA-518,NZP-FL-1969,noData
FULLPAMFL1,2017-05-28,09:35,ERF,B,CACH,2750-63721,"OX,R",9.2,59,52,AHY,U,noData,0.5,USA-FLA-519,NZP-FL-1970,MOLTING
FULLPAMFL1,2017-05-28,09:35,ERF,B,CACH,2750-63723,"Y,XK",9.3,57,52,AHY,F,BP,0.5,USA-FLA-521,NZP-FL-1972,noData
FULLPAMFL1,2017-05-28,09:35,ERF,B,CACH,2750-63724,"PW,X",7.9,54,49,AHY,F,BP,0.5,USA-FLA-522,NZP-FL-1973,MOLTING
FULLPAMFL1,2015-06-01,00:01,noData,B,NOCA,2541-40441,"X,WW",37.6,87,91,AHY,M,CP,0,noData,noData,noData
FURRMELGA1,2017-04-14,07:52,CLG,B,TUTI,2711-77684,"KW,X",19.6,79,66,AHY,M,CP,0,US-GA-72,NZP-GA-1258,noData
FURRMELGA1,2017-04-14,07:52,CLG,B,CACH,2750-41323,"XK,O",9.1,60,52,HY,M,CP,0,US-GA-73,NZP-GA-1259,leg mites
FURRMELGA1,2017-04-14,09:35,CLG,B,TUTI,2711-77685,"XY,M",19.7,81,69,HY,M,CP,0,US-GA-74,NZP-GA-1261,noData
FURRMELGA1,2017-04-14,09:35,CLG,R,CACH,2730-24998,"XG,R",9.6,60,49,AHY,M,CP,0,US-GA-75,NZP-GA-1262,noData
FURRMELGA1,2017-04-14,09:35,CLG,B,CACH,2750-41325,"XB,O",9.3,58,50,AHY,F,BP,0,No Blood,NZP-GA-1263,"Written on datasheet as 2750-71525, fixed -REZ"
FURRMELGA1,2015-04-17,00:01,noData,B,NOCA,2641-63892,"W,XR",17.9,88,95,AHY,F,BP,0,noData,noData,noData
FURRMELGA1,2015-04-17,00:01,noData,B,NOCA,2641-63894,"KX,M",15.3,91,99,AHY,M,CP,0,noData,noData,noData
FURRMELGA1,2015-04-17,00:01,noData,B,NOCA,2641-63895,"RX,G",16.5,88,95,AHY,F,BP,1,noData,noData,noData
FURRMELGA1,2015-04-17,00:01,noData,B,NOCA,2641-63893,"KY,X",21.9,86,89,AHY,F,BP,2,noData,noData,noData
FURRMELGA1,2015-04-17,08:20,"AG,JD",B,NOCA,2641-63898,"RX,R",26.1,93,100,AHY,M,CP,2,noData,noData,noData
FURRMELGA1,2016-03-24,08:54,"BNT, JLD",B,NOCA,2641-96779,"XR,M",44.5,98,103,AHY,M,CP,0,noData,noData,noData
FURRMELGA1,2016-03-24,09:15,"BNT, JLD",B,CACH,2730-24998,"XG,R",9.5,63,50,AHY,M,CP,0,noData,noData,noData
FURRMELGA1,2016-03-24,09:15,"BNT, JLD",B,TUTI,2711-58010,"XG,R",19.2,79,69,AHY,F,BP,0,noData,noData,noData
FURRMELGA1,2016-03-24,09:15,"BNT, JLD",B,CACH,2730-24997,"X,KR",9.1,55,46,AHY,F,BP,0,noData,noData,noData
FURRMELGA1,2016-03-24,10:10,"BNT, JLD",B,SOSP,2711-58011,"R,XM",22.8,76,68,AHY,M,CP,0,noData,noData,noData
FUTCROBGA1,2014-05-31,00:01,noData,B,SOSP,2661-07959,"K,XB",66,20,66,AHY,M,CP,0,noData,noData,noData
FUTCROBGA1,2014-05-31,00:01,noData,B,NOCA,2641-63342,"X,KY",92,41.7,100,AHY,M,noData,0,noData,noData,noData
FUTCROBGA1,2014-05-31,00:01,noData,B,TUTI,2661-07956,"OK,X",76,19.2,64,AHY,F,BP,0,noData,noData,noData
FUTCROBGA1,2014-05-31,00:01,noData,B,CARW,2661-07957,"B,MX",60,19,50,SY,U,noData,0,noData,noData,noData
FUTCROBGA1,2014-05-31,00:01,noData,B,TUTI,2661-07958,"G,XM",82,21.2,71,AHY,U,noData,0,noData,noData,noData
FUTCROBGA1,2014-05-31,00:01,noData,B,TUTI,2661-07960,"W,MX",78,20.3,68,AHY,F,BP,0,noData,noData,noData
FUTCROBGA1,2014-05-31,00:01,noData,B,NOCA,2641-63343,"X,KK",94,36.6,98,AHY,M,noData,0,noData,noData,noData
FUTCROBGA1,2015-06-04,00:01,noData,B,NOMO,1342-16720,"BO,X",48.6,108,113,AHY,F,BP,1,noData,noData,noData
FUTCROBGA1,2015-06-04,00:01,noData,B,BRTH,1342-16721,"W,XR",67.8,101,115,AHY,F,BP,0,noData,noData,noData
FUTCROBGA1,2015-06-04,00:01,noData,B,BRTH,1342-16722,"X,YK",71.4,105,123,AHY,F,BP,1,noData,noData,noData
FUTCROBGA1,2015-06-04,00:01,noData,B,BRTH,1342-16723,"B,GX",65.3,109,124,AHY,M,CP,0,noData,noData,noData
FUTRIVAVA1,2001-06-12,00:01,noData,B,NOCA,791-17096,"G,BX",42,97,105.5,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2001-06-23,00:01,noData,B,SOSP,1141-05619,"XB,G",99999,66,68,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2002-07-04,00:01,noData,B,SOSP,1811-58707,"O,KX",19.6,65,99999,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2002-07-04,00:01,noData,B,GRCA,1801-09443,"XW,O",37.7,98,99999,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2002-07-04,00:01,noData,B,GRCA,1801-09444,"M,XR",35.9,91.5,99999,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2002-07-04,00:01,noData,B,GRCA,1801-09445,"YK,X",43.8,90.5,99999,AHY,F,noData,99999,noData,noData,noData
FUTRIVAVA1,2003-07-04,00:01,noData,B,HOWR,2350-07603,"KX,Y",11,51,99999,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2004-06-23,00:01,noData,B,HOWR,2380-02413,"WB,X",11.4,50,99999,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2004-06-23,00:01,noData,B,SOSP,4501-87495,"XW,M",18.1,63,99999,AHY,F,noData,99999,noData,noData,noData
FUTRIVAVA1,2004-06-23,00:01,noData,B,HOWR,2380-02414,"G,GX",9.9,51,99999,AHY,F,noData,99999,noData,noData,noData
FUTRIVAVA1,2004-06-23,00:01,noData,B,NOMO,742-29761,"XO,K",44.6,106,99999,AHY,F,noData,99999,noData,noData,noData
FUTRIVAVA1,2005-07-11,00:01,noData,B,SOSP,2241-17731,"X,GO",19.8,65,99999,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2005-07-11,00:01,noData,B,CARW,2241-17732,"BX,K",20,61,99999,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2007-05-18,00:01,noData,B,SOSP,2251-80492,"X,YW",20.1,66,99999,AHY,M,noData,99999,noData,noData,noData
FUTRIVAVA1,2007-05-18,00:01,noData,B,SOSP,2251-80493,"RB,X",19.7,65,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2007-07-02,00:01,noData,B,SOSP,2261-38324,"GX,Y",19.5,64,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2007-07-02,00:01,noData,B,SOSP,2261-38323,"X,KW",20.5,63,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2007-07-02,00:01,noData,B,GRCA,1991-46145,"X,BB",39.1,89,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2007-07-02,00:01,noData,B,SOSP,2261-38335,"R,OX",19.7,64,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2007-07-02,00:01,noData,B,NOCA,1991-46146,"RY,X",44.4,91,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2007-07-02,00:01,noData,B,NOCA,1991-46147,"X,OK",40.4,90,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2007-07-02,00:01,noData,B,GRCA,1991-46148,"XW,M",34.7,85,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2008-07-02,00:01,noData,B,AMRO,1272-43012,"Y,XM",84.7,121,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2008-07-02,00:01,noData,B,GRCA,2301-56549,"OX,KW",34.8,86,99999,HY,U,noData,99999,noData,noData,noData
GAETHEAMD1,2008-07-02,00:01,noData,B,HOWR,2510-03828,"YX,K",10.3,53,99999,HY,U,noData,99999,noData,noData,noData
GAETHEAMD1,2008-07-02,00:01,noData,B,GRCA,2301-56548,"OX,WB",39.9,86,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,B,SOSP,2441-13725,"XR,P",21.1,60,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,B,CARW,2441-13727,"Y,XW",17,53,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,B,GRCA,27411-37140,"XP,Y",35.1,90,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,B,GRCA,2411-37142,"X,PP",34.8,83,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,B,GRCA,2411-37143,"PX,M",34.5,86,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,B,NOCA,2411-37144,"KG,X",49.4,91,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,B,CACH,2590-82224,"X,YG",9.8,61,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,B,GRCA,2411-37139,"MX,P",33.5,90,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,B,GRCA,2411-37141,"OX,P",34.7,91,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2009-06-24,00:01,noData,R,GRCA,2301-56548,"OX,WB",44.2,99999,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2010-06-21,00:01,noData,B,GRCA,2421-11644,"YX,R",33.5,95,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2010-06-21,00:01,noData,B,GRCA,2421-11645,"WX,B",34.1,90,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2010-06-21,00:01,noData,B,GRCA,2421-11646,"BX,G",34.7,96,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2010-06-21,00:01,noData,B,NOCA,2421-11647,"R,XB",37.5,94.5,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2010-06-21,00:01,noData,B,SOSP,2441-96318,"O,BX",20.9,69.5,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2010-06-21,00:01,noData,B,GRCA,2421-11648,"KX,M",37.1,92,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2010-06-21,00:01,noData,R,GRCA,2411-37141,"OX,P",32.9,99999,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2010-06-21,00:01,noData,R,GRCA,2301-56548,"OX,WB",45.1,99999,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2012-06-25,00:01,noData,B,NOCA,2421-34663,"XY,B",49,97,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2012-06-25,00:01,noData,B,GRCA,2421-34664,"R,XK",35.9,91,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2012-06-25,00:01,noData,B,GRCA,2421-34665,"M,XO",36.9,87,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2012-06-25,00:01,noData,B,NOCA,2421-34666,"O,WX",40.5,92,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2012-06-25,00:01,noData,B,CARW,2441-14179,"KX,G",21.8,61,99999,U,U,noData,99999,noData,noData,noData
GAETHEAMD1,2012-06-25,00:01,noData,B,NOCA,2421-34667,"GX,R",39.7,91,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2012-06-25,00:01,noData,B,CACH,2590-83099,"O,BX",9.7,59,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2012-06-25,00:01,noData,B,CACH,2590-83100,"R,XO",9.1,63,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2012-06-25,00:01,noData,B,NOCA,2421-34668,"KX,M",43.4,96,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2013-06-27,00:01,noData,B,SOSP,2441-96542,"Y,MX",21.1,65,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2013-06-27,00:01,noData,B,GRCA,2641-63648,"X,RY",37.5,90,99999,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2013-06-27,00:01,noData,B,GRCA,2641-63649,"X,RR",33.5,89,99999,SY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2013-06-27,00:01,noData,B,GRCA,2641-63650,"X,WO",34.3,87,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2013-06-27,00:01,noData,B,NOCA,2641-63651,"P,XR",42,92,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2013-06-27,00:01,noData,R,GRCA,2421-11648,"KX,M",36.7,99999,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2014-06-06,00:01,noData,B,GRCA,2421-11962,"X,GP",35.8,83,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2014-06-06,00:01,noData,B,NOCA,2421-11961,"G,OX",45.5,99999,101,SY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2014-06-06,00:01,noData,B,NOCA,2421-11963,"OO,X",39.5,99999,88,AHY,F,noData,99999,noData,noData,noData
GAETHEAMD1,2014-06-06,00:01,noData,B,NOCA,2421-11964,"OX,W",99999,92,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2014-06-06,00:01,noData,B,CACH,2710-53946,"P,XG",10.6,61,99999,AHY,U,noData,99999,noData,noData,noData
GAETHEAMD1,2015-06-26,00:01,noData,B,GRCA,2421-11387,"YY,X",37.5,90,99999,AHY,M,noData,99999,noData,noData,noData
GAETHEAMD1,2016-04-28,08:10,JLM,B,GRCA,2651-51899,"XP,B",34.9,89,87,AHY,U,noData,0,noData,noData,noData
GAETHEAMD1,2016-04-28,08:45,JLM,B,SOSP,2741-54602,"XW,P",20,65,66,AHY,M,CP,0,noData,noData,noData
GAETHEAMD1,2016-04-28,09:00,JLM,B,CACH,2750-64398,"O,XW",10.2,55,50,AHY,F,BP,0,noData,noData,noData
GAETHEAMD1,2016-04-28,09:00,JLM,B,GRCA,2651-51898,"M,XG",36.6,93,100,AHY,U,noData,0,noData,noData,noData
GAETHEAMD1,2016-04-28,09:15,JLM,B,NOCA,2651-51897,"B,RX",42.7,91,92,AHY,F,BP,0,noData,noData,noData
GAETHEAMD1,2016-04-28,10:09,JLM,B,CACH,2750-64397,"XY,R",10.4,60,50,AHY,U,noData,0,noData,noData,noData
GAETHEAMD1,2016-04-28,10:09,JLM,B,CACH,2750-64396,"M,XK",10.3,61,55,AHY,U,noData,0,noData,noData,noData
GAIEMELMA1,2016-06-26,08:05,SMB,B,GRCA,2651-43469,"E,BX",34.3,81,86,SY,F,BP,0,noData,noData,noData
GAIEMELMA1,2016-06-26,08:15,SMB,B,GRCA,2651-43470,"N,XW",38.5,81,91,SY,F,BP,0,noData,noData,noData
GAIEMELMA1,2016-06-26,08:15,SMB,B,GRCA,2651-43471,"N,XB",34.6,87,89,SY,M,CP,0,noData,noData,noData
GAIEMELMA1,2016-06-26,08:15,SMB,B,AMRO,1352-74217,"X,YY",74.8,129,98,HY,U,noData,0,noData,noData,noData
GAIEMELMA1,2016-06-26,08:15,SMB,B,SOSP,2691-86632,"X,BP",19.2,66,66,HY,U,noData,0,noData,noData,noData
GAIEMELMA1,2016-06-26,09:30,SMB,B,SOSP,2691-86633,"R,XG",21.3,64,65,SY,M,CP,0,noData,noData,noData
GAIEMELMA1,2016-06-26,09:50,SMB,B,GRCA,2651-43472,"NO,X",37.5,89,95,ASY,F,BP,0,noData,noData,noData
GAIEMELMA1,2016-06-26,09:50,SMB,B,GRCA,2651-43473,"XG,N",37.6,86,88,ASY,M,CP,0,noData,noData,noData
GAIEMELMA1,2016-06-26,09:50,SMB,B,SOSP,2691-86635,"X,GM",20.4,65,67,HY,U,noData,0,noData,noData,noData
GAIEMELMA1,2016-06-26,10:10,SMB,B,SOSP,2691-86634,"P,RX",19,60,99999,AHY,F,BP,1,noData,noData,noData
GAIEMELMA1,2016-06-26,11:00,SMB,B,NOCA,2651-43474,"GB,X",44.5,90,97,AHY,F,BP,0.5,noData,noData,noData
GAIEMELMA1,2016-06-26,11:00,SMB,R,NOCA,2651-17077,"X,RW",43.5,98,102,AHY,M,CP,0,noData,noData,noData
GAIEMELMA1,2016-06-26,11:45,SMB,B,GRCA,2651-43475,"X,RN",35.8,91,93,ASY,M,CP,0,noData,noData,noData
GAIEMELMA1,2017-07-23,07:55,JLK,B,SOSP,2691-86669,"P,XW",20.3,64,67,SY,M,CP,0.5,noData,None taken,noData
GAIEMELMA1,2017-07-23,08:00,JLK,B,NOMO,1352-74235,"B,XB",48.7,105,117,AHY,F,BP,0,noData,None taken,noData
GAIEMELMA1,2017-07-23,09:30,JLK,B,GRCA,2651-65743,"WK,YX",39.1,86,90,SY,F,BP,0,noData,None taken,noData
GAIEMELMA1,2017-07-23,09:57,JLK,B,SOSP,2691-86670,"R,XY",20,64,67,SY,M,CP,0,noData,None taken,noData
GAIEMELMA1,2012-07-22,00:01,noData,B,GRCA,1891-11031,"R,OX",39,90,95,AHY,F,BP,99999,noData,noData,noData
GAIEMELMA1,2012-07-22,00:01,noData,B,HOWR,2690-87839,"B,MX",13,48,52,AHY,F,BP,99999,noData,noData,noData
GAIEMELMA1,2012-07-22,00:01,noData,B,SOSP,2291-44294,"B,WX",22.8,68,68,AHY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2012-07-22,00:01,noData,B,SOSP,2291-44292,"G,YX",22,66,54,AHY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2012-07-22,00:01,noData,B,SOSP,2291-44293,"Y,XY",20,63,60,AHY,F,BP,99999,noData,noData,noData
GAIEMELMA1,2013-06-14,00:01,noData,B,AMRO,1212-52844,"XO,B",77.77,126,102,SY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2013-06-14,00:01,noData,B,AMRO,1212-52845,"M,XG",75.69,124,102,AHY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2013-06-14,00:01,noData,B,GRCA,2561-86624,"K,XY",35.87,92,100,ASY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2013-06-14,00:01,noData,B,GRCA,2561-86623,"BX,M",36.6,88,92,SY,F,BP,99999,noData,noData,noData
GAIEMELMA1,2013-06-14,00:01,noData,B,GRCA,2561-86625,"Y,XY",33.87,88,97,AHY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2013-06-14,00:01,noData,R,SOSP,2291-44294,"B,WX",23.62,66,71,ASY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2013-06-14,00:01,noData,B,SOSP,2371-04314,"OO,X",21.5,63,64,AHY,F,BP,99999,noData,noData,noData
GAIEMELMA1,2014-07-11,00:01,noData,R,GRCA,1891-11031,"R,OX",43.8,90,95,ASY,F,BP,99999,noData,noData,noData
GAIEMELMA1,2014-07-11,00:01,noData,B,HOWR,2720-99552,"X,RW",10.41,52,41,ASY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2014-07-11,00:01,noData,B,HOWR,2720-99553,"G,XY",11.39,50,31,ASY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2014-07-11,00:01,noData,B,SOSP,2691-06132,"R,KX",20.02,65,68,AHY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2015-06-05,00:01,noData,B,GRCA,2651-17078,"PX,G",38.22,92,83,AHY,F,BP,99999,noData,noData,noData
GAIEMELMA1,2015-06-05,00:01,noData,B,HOWR,2750-35049,"B,YX",10.17,49,41,AHY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2015-06-05,00:01,noData,B,HOWR,2750-35098,"OB,X",11.02,47,47,AHY,F,BP,99999,noData,noData,noData
GAIEMELMA1,2015-06-05,00:01,noData,B,NOCA,2651-17077,"X,RW",48.75,96,99,AHY,M,CP,99999,noData,noData,noData
GAIEMELMA1,2015-06-05,00:01,noData,B,SOSP,2291-44241,"M,XW",21.1,66,65,AHY,M,CP,99999,noData,noData,noData
GALETANMD1,2003-07-12,00:01,noData,B,NOCA,1801-77843,"X,MO",99999,90,99999,AHY,M,noData,99999,noData,noData,noData
GALLLENNC1,2015-04-29,07:30,noData,B,CACH,2180-92401,"X,RR",9.4,60,60,AHY,M,CP,0,noData,noData,noData
GALLLENNC1,2015-04-29,08:15,noData,B,NOCA,851-39843,"OB,X",45.1,88,88,AHY,F,BP,0,noData,noData,noData
GALLLENNC1,2015-04-29,09:30,noData,B,CARW,2711-64021,"G,XY",25.9,58,58,AHY,F,BP,0,noData,noData,noData
GALLLENNC1,2015-04-29,10:45,noData,B,AMRO,1852-92401,"XG,RR",70.7,127,127,AHY,M,CP,0,noData,noData,noData
GALLLENNC1,2016-05-04,08:30,"KFJ,JIC",B,NOCA,0851-39820,"XG,-",46.9,89,98,AHY,F,BP,1,noData,noData,noData
GALLLENNC1,2016-05-04,09:00,"KFJ,JIC",B,CARW,2711-64035,"WX,R",19.7,60,50,AHY,F,BP,0,noData,noData,noData
GALLLENNC1,2016-05-04,09:15,"KFJ,JIC",B,CARW,2711-64036,"GX,R",20,47,47,AHY,M,CP,0,noData,noData,noData
GALLMONVA1,2008-06-16,00:01,noData,B,NOCA,2301-56820,"B,XG",42.6,96,99999,AHY,M,noData,99999,noData,noData,noData
GALLMONVA1,2008-06-16,00:01,noData,B,NOCA,2301-56821,"RX,M",35.9,92,99999,HY,M,noData,99999,noData,noData,noData
GALLMONVA1,2008-06-16,00:01,noData,B,CACH,2540-63020,"YX,R",9.4,60,99999,HY,U,noData,99999,noData,noData,noData
GALLMONVA1,2008-06-16,00:01,noData,B,CACH,2540-63021,"RO,X",9,58,99999,AHY,F,noData,99999,noData,noData,noData
GALLMONVA1,2008-06-16,00:01,noData,B,CACH,2540-63022,"YX,O",9.2,62,99999,AHY,F,noData,99999,noData,noData,noData
GALLMONVA1,2008-06-16,00:01,noData,B,NOCA,2301-56822,"XY,M",42,92,99999,AHY,M,noData,99999,noData,noData,noData
GALLMONVA1,2009-06-19,00:01,noData,B,NOCA,2411-37733,"X,OO",99999,92,99999,AHY,M,noData,99999,noData,noData,noData
GALLMONVA1,2010-06-25,00:01,noData,B,CACH,2590-82395,"KX,R",8.4,56.5,99999,HY,U,noData,99999,noData,noData,noData
GALLMONVA1,2010-06-25,00:01,noData,B,CACH,2590-82396,"M,XK",8,57.5,99999,HY,U,noData,99999,noData,noData,noData
GALLMONVA1,2010-06-25,00:01,noData,B,CARW,2341-29338,"RB,X",20.6,56,99999,AHY,U,noData,99999,noData,noData,noData
GALLMONVA1,2010-06-25,00:01,noData,B,NOCA,2421-11439,"G,XR",41.4,92.5,99999,AHY,M,noData,99999,noData,noData,noData
GALLMONVA1,2012-06-21,00:01,noData,B,NOCA,791-17294,"XW,R",50.3,92,99999,AHY,F,noData,99999,noData,noData,noData
GALLMONVA1,2012-06-21,00:01,noData,B,CACH,2690-08443,"B,XB",9.2,61,99999,HY,U,noData,99999,noData,noData,noData
GALLMONVA1,2012-06-21,00:01,noData,B,CACH,2690-08444,"X,BK",9.8,56,99999,AHY,F,noData,99999,noData,noData,noData
GALLMONVA1,2012-06-21,00:01,noData,B,CACH,2690-08445,"OX,M",9.7,60,99999,HY,U,noData,99999,noData,noData,noData
GALLMONVA1,2013-07-27,00:01,noData,B,CARW,2571-90141,"O,XY",20.9,61,99999,HY,U,noData,99999,noData,noData,noData
GALLMONVA1,2013-07-27,00:01,noData,B,NOCA,2561-56864,"B,XO",40.1,89,99999,AHY,F,noData,99999,noData,noData,noData
GALLMONVA1,2013-07-27,00:01,noData,B,CACH,2690-08498,"YX,G",9.3,60,99999,HY,U,noData,99999,noData,noData,noData
GALLTERMD1,2000-07-25,13:10,noData,B,CARW,1141-05756,"G,GX",21.2,60.5,50,U,U,noData,1,noData,noData,noData
GALLTERMD1,2000-07-25,13:10,noData,B,CARW,1141-05757,"XW,R",19,57,48,AHY,F,noData,99999,noData,noData,noData
GALLTERMD1,2000-07-25,13:42,PPM,B,NOCA,791-17751,"YR,X",43.8,92.5,98.5,noData,F,noData,99999,noData,noData,noData
GALLTERMD1,2000-07-25,13:58,noData,B,NOCA,791-17752,"O,GX",42.6,89.5,94,AHY,F,noData,99999,noData,noData,noData
GALLTERMD1,2001-04-23,00:01,noData,B,CACH,2250-24007,"X,YO",8.3,58,50,AHY,F,noData,99999,noData,noData,noData
GALLTERMD1,2001-04-23,00:01,noData,R,CARW,1141-05757,"XW,R",21.2,99999,99999,AHY,F,noData,99999,noData,noData,noData
GALLTERMD1,2002-07-12,00:01,noData,B,NOCA,1801-09449,"B,XK",41,96,99999,AHY,M,noData,99999,noData,noData,noData
GALLTERMD1,2002-07-12,00:01,noData,B,NOCA,1801-09450,"BX,B",41,90,99999,AHY,F,noData,99999,noData,noData,noData
GALLTERMD1,2002-07-12,00:01,noData,B,CARW,1811-58711,"O,XY",21.7,65,99999,AHY,M,noData,99999,noData,noData,noData
GALLTERMD1,2003-06-21,00:01,noData,B,GRCA,1801-77673,"XY,B",38.5,91.5,99999,AHY,M,noData,99999,noData,noData,noData
GALLTERMD1,2003-06-21,00:01,noData,B,CACH,2250-24996,"X,WM",8.7,59,99999,AHY,F,noData,99999,noData,noData,noData
GALLTERMD1,2003-06-21,00:01,noData,B,NOCA,1801-77674,"RG,X",46.5,88,99999,AHY,F,noData,99999,noData,noData,noData
GALLTERMD1,2005-06-17,00:01,noData,B,NOCA,1951-40965,"WG,X",45.5,90,99999,AHY,F,noData,99999,noData,noData,noData
GALLTERMD1,2005-06-17,00:01,noData,B,AMRO,962-47727,"WW,X",71.8,126,99999,AHY,M,noData,99999,noData,noData,noData
GALLTERMD1,2007-06-18,00:01,noData,B,CACH,2510-04210,"XB,G",10.2,60,99999,AHY,F,noData,99999,noData,noData,noData
GALLTERMD1,2008-07-23,00:01,noData,B,HOWR,2510-03843,"KX,R",11.5,52,99999,HY,U,noData,99999,noData,noData,noData
GALLTERMD1,2008-07-23,00:01,noData,B,CACH,2510-03844,"BX,K",9.1,59,99999,HY,U,noData,99999,noData,noData,noData
GALLTERMD1,2008-07-23,00:01,noData,B,NOCA,2301-56532,"R,GX",46.4,95,99999,AHY,M,noData,99999,noData,noData,noData
GALLTERMD1,2008-07-23,00:01,noData,B,AMRO,1272-43021,"B,BX",72.4,122,99999,AHY,M,noData,99999,noData,noData,noData
GALLTERMD1,2008-07-23,00:01,noData,B,AMRO,1272-43022,"XO,R",71.9,121,99999,HY,U,noData,99999,noData,noData,noData
